Time (ms),2022-02-02_tttr2xfcs_CH2_BIN1dot0_20 nM AF4887_T74s_1_correlation-CH2_2,2022-02-02_tttr2xfcs_CH2_BIN1dot0_20 nM AF4887_T74s_1_correlation-CH2_2 fitted model: ,2022-02-02_tttr2xfcs_CH2_BIN1dot0_20 nM AF48896_T1142s_1_correlation-CH2_2,2022-02-02_tttr2xfcs_CH2_BIN1dot0_20 nM AF48896_T1142s_1_correlation-CH2_2 fitted model: ,2022-02-02_tttr2xfcs_CH2_BIN1dot0_20 nM AF48897_T1160s_1_correlation-CH2_2,2022-02-02_tttr2xfcs_CH2_BIN1dot0_20 nM AF48897_T1160s_1_correlation-CH2_2 fitted model: ,
0.016378,0.04922966133229867,0.05124619471617455,0.0459897192295311,0.04811556320365587,0.04948832051958596,0.05095278925286018,
0.018426,0.047971021924905655,0.049498472180953226,0.043706143445888745,0.046404407082710694,0.04715786169659153,0.049218552981668606,
0.020474,0.04692545028049544,0.04786108412242859,0.04278271232348341,0.044806259852716086,0.046188712913095564,0.04759425455381333,
0.022522,0.04524800637573123,0.04632391224718243,0.04157471129548207,0.04331029557251187,0.044720537486504064,0.046069771488649706,
0.02457,0.043245051985288496,0.04487803871257868,0.040916958024631356,0.04190702823759343,0.043012343927246066,0.04463618694050147,
0.028666,0.04094246617917041,0.0422295091920117,0.038318676374497374,0.03934616872247671,0.04089544409620571,0.04201105774558831,
0.032762,0.03825794396023574,0.039862274651718266,0.03578208958240947,0.03706777552624315,0.03886743798496384,0.03966571226976371,
0.036858,0.03667237293323522,0.03773383477199668,0.03427545898722695,0.035027614922210716,0.036889534943025826,0.03755773852300375,
0.040954,0.034529684988705345,0.03580983986585779,0.03234337885218519,0.03319023022916695,0.03489849798623257,0.035652883847620574,
0.04505,0.033199345560488425,0.03406222638806105,0.031417944008168774,0.03152686773486403,0.033995621915224206,0.03392318282369427,
0.049146,0.03147138508667191,0.03246784186463985,0.030025861370257312,0.03001396421965799,0.03157040794686283,0.0323455780040169,
0.057338,0.029799862381624243,0.029664778076923002,0.027293944320536223,0.0273647882740833,0.029015199720894058,0.02957302806821798,
0.06553,0.02723063508458967,0.027280231521264645,0.025639814417760753,0.025121784765479962,0.026900728375284677,0.027215458193847332,
0.073722,0.025328314915466832,0.025227168106016863,0.02382229464916663,0.023198389458793687,0.02537145069953861,0.025186373275237386,
0.081914,0.023952350917421095,0.02344111822567103,0.02303232319943538,0.021531000710492958,0.02406067257856903,0.02342175069070472,
0.090106,0.022577912410784107,0.0218733093796169,0.020998556166558657,0.02007183910856052,0.023141236590073833,0.021873187251837598,
0.098298,0.021368468448100586,0.020486162945105864,0.02020496367098845,0.01878431551460849,0.02138051932081786,0.020503409817835407,
0.114682,0.0196032990671533,0.018142227668088606,0.01824578109692454,0.01661618184003483,0.01905942714439246,0.018189555621890893,
0.131066,0.018019977446655178,0.016238148833664198,0.016325027490609045,0.014861836327314608,0.017826044656993778,0.016310594514230926,
0.14745,0.01639153091907164,0.01466121180835909,0.015143886296533182,0.013413631096956933,0.016452595669212977,0.014754926884576192,
0.163834,0.015973725525582738,0.013334165352705592,0.013624759896679661,0.012198259731818616,0.015273704554935152,0.013446111047914119,
0.180218,0.014655813118045646,0.01220229219826068,0.01326904587787836,0.011164075357010111,0.014064958445927811,0.01233002985544184,
0.196602,0.012999802405804894,0.011225751791233982,0.011784629109619305,0.010273642082985411,0.01344575653058988,0.01136729614673879,
0.22937,0.011692629379664199,0.009626988292480784,0.010712523351362968,0.008819563350256927,0.011815112955556595,0.009791507599575497,
0.262138,0.010194985394979206,0.00837420456618032,0.009489028406062694,0.007683456193032572,0.010953573548068585,0.00855705763032233,
0.294906,0.009582729966651993,0.007366960761576129,0.008409371617754013,0.006772198974805381,0.009278916809197568,0.007564772757357818,
0.327674,0.008694323714035335,0.006540208394603533,0.007277630539912039,0.0060257398098852435,0.008606170832710314,0.006750450119745486,
0.360442,0.008165145565681042,0.005849968673232066,0.006681276709869843,0.005403618790329214,0.008061287616359936,0.006070696646635197,
0.39321,0.007752636421398673,0.005265444234721672,0.0064390111520438165,0.004877584425296201,0.0075495862932351,0.005495133294004075,
0.458746,0.00628495232754922,0.004330503610869559,0.005562258140965115,0.004037820066207721,0.00681825305592243,0.004574689029527358,
0.524282,0.005274739927324079,0.0036172194186856643,0.005153054687666803,0.003398589849861931,0.005747853362515487,0.0038726095481641156,
0.589818,0.004819521538744542,0.003056346173268012,0.004270202144683877,0.0028969052783446806,0.005067111340371966,0.003320643331647964,
0.655354,0.004435863437052934,0.002604640613816945,0.003745647510264849,0.0024935369497313463,0.004475993806139389,0.002876178541190031,
0.72089,0.004038386054228349,0.002233719746172216,0.003715776153345285,0.0021627938189184653,0.0039336381056704894,0.0025112523960086003,
0.786426,0.003714418666963981,0.0019241933707240567,0.0034300661922095355,0.001887157946019,0.0035402242916970916,0.0022067651114648285,
0.917498,0.002900512270620492,0.001438318793147569,0.00298785593590134,0.0014552163852836258,0.00301754023799905,0.001728874674803369,
1.04857,0.002523511103030174,0.0010757803416175772,0.0024588889973662376,0.00113357407564443,0.0023013110398202308,0.0013723597374361712,
1.179642,0.0023810029250297404,0.0007960770393087089,0.0021806312061256605,0.0008858561896421068,0.0021142221932450855,0.0010973475732696989,
1.310714,0.001795205681042411,0.0005745297808284501,0.0020470246072910037,0.0006899441159948951,0.001954027804519587,0.0008795465403735803,
1.441786,0.0017444123546621615,0.0003952720782570559,0.0014425569057365806,0.0005316433064160012,0.0020054782144482974,0.0007033418419423932,
1.572858,0.0014475502909878646,0.00024765723794744417,0.0013330443626500266,0.0004014442877633477,0.0018771036333204982,0.0005582572117303449,
1.835002,0.0012015564180323235,0.00001986754589458563,0.0013630918422868898,0.00020084102416244992,0.001570543201982355,0.0003344037856044794,
2.097146,0.0014220930850024072,-0.00014667090670584442,0.0011599925584484527,0.00005444711349069731,0.0014177061305669092,0.00017077064390471405,
2.35929,0.0010647067021283263,-0.0002729389707625923,0.0014159801473918598,-0.000056376423506883876,0.0011613728720947236,0.000046722936267582036,
2.621434,0.0013391212526303597,-0.0003714525649959894,0.0012333378875706291,-0.00014272628327554172,0.0009912259400124412,-0.00005004660861941343,
2.883578,0.001084661927469588,-0.00045011010223585247,0.0009551741744537878,-0.00021159304693392912,0.0008812400432189893,-0.00012730349553305908,
3.145722,0.000580227555760926,-0.0005141246335591369,0.0006209147800226855,-0.0002675834857496886,0.0008252622411217825,-0.00019017233297780392,
3.67001,0.0003169707823196255,-0.0006114512343248207,0.0006987943446505884,-0.00035260493564881273,0.0009189323426799234,-0.000285746106953025,
4.194298,0.00034370179844289694,-0.0006813857281532905,0.0006454082849471909,-0.00041361077437432895,0.0008271725780670813,-0.0003544120845130948,
4.718586,0.00016684864527460874,-0.0007336531127048616,0.0007029947951866511,-0.0004591524363997375,0.0005621115517093767,-0.0004057259229186883,
5.242874,0.00006582728739568111,-0.0007739403300654779,0.00032911626605858224,-0.0004942218879719846,0.0005329159167619668,-0.0004452746426072605,
5.767162,-0.0002458016564180765,-0.0008057753012201854,0.00025357858387153875,-0.000521911380669083,0.00022524934380374617,-0.0004765237093950891,
6.29145,0.00009102994211418469,-0.0008314520507509323,0.0005325918842009614,-0.0005442291295487429,0.00019839730846382686,-0.0005017262761301413,
7.340026,0.0001551329358322473,-0.0008700628908502855,0.0003676945453401359,-0.000577760938667574,-0.00016822331385424327,-0.0005396211348130259,
8.388602,0.00011775217173437547,-0.0008974627763468093,0.0001184137249399253,-0.0006015343432420397,-0.00040762629460155964,-0.0005665105971495195,
9.437178,-0.000001643331882461574,-0.0009177365166127199,0.00003389778209950123,-0.0006191118014626353,-0.00010564793066725198,-0.0005864052984177502,
10.485754,-0.00019760008443436838,-0.0009332351822759405,0.00010564228321086055,-0.000632541201674375,0.00017508843884939118,-0.0006016133523563055,
11.53433,-0.0002680285949400174,-0.0009453981966899667,0.00027460607415474847,-0.0006430750839954243,0.00008747735220082653,-0.0006135477501301911,
12.582906,-0.00018180456997340944,-0.0009551512096555854,-0.00030527273168445834,-0.0006515182455599367,-0.000025289721814258925,-0.000623117073125353,
14.680058,0.00005099100441063875,-0.0009697147368862001,0.00003746089303180433,-0.0006641196260646576,0.00004611837484547188,-0.0006374056489816198,
16.77721,-0.00000213732996867666,-0.0009799696825398216,-0.000004554271268775167,-0.0006729881007415779,-0.00019828550982192716,-0.0006474664764672631,
18.874362,0.0001035644013593906,-0.000987511424677905,0.00016750878749904885,-0.000679507443721565,0.00012636362160911574,-0.0006548651673550717,
20.971514,0.000037801657990055304,-0.0009932486095191096,0.00014483470103776597,-0.0006844651899152085,0.000044375844079569404,-0.0006604933519722421,
23.068666,-0.00024783604454226005,-0.000997732855071789,0.000122733341303638,-0.0006883391469334618,-0.0003476533517458025,-0.0006648922880956665,
25.165818,-0.0003277574859782417,-0.001001316421814491,-0.00011661899990322855,-0.0006914342909454641,-0.0002447154061774315,-0.0006684076044124966,
29.360122,-0.00031934069661976316,-0.001006646147876256,-0.000015666881427955914,-0.000696036355559462,-0.00003872597519838372,-0.0006736356913859316,
33.554426,-0.00032553146365621455,-0.0010103826858554837,-0.000023103398329893388,-0.0006992617977663993,-0.000023710030430779128,-0.0006773008716737727,
37.74873,-0.000195800650965694,-0.0010131213309474644,-0.0003475265817423079,-0.0007016253061043589,0.0002649405854928677,-0.0006799871590859156,
41.943034,-0.0002551239735483213,-0.001015199063628709,-0.0002537410456876499,-0.0007034181104335428,0.000028017486198628205,-0.0006820251351300787,
46.137338,-0.0002737513028534533,-0.0010168194661519712,-0.0001382559288546359,-0.0007048160956279673,-0.00010389684580713876,-0.0006836145100731706,
50.331642,-0.00010985215045822283,-0.0010181120327997343,-0.00010477626866156609,-0.0007059311085455831,0.00008151224307328953,-0.0006848823121526503,
58.72025,-0.0005638022924829844,-0.001020030301250227,-0.0004671036934634776,-0.0007075856389474315,-0.0004188835940892588,-0.0006867638030812842,
67.108858,-0.0004875004322544285,-0.001021372016977546,-0.0003717173107588012,-0.0007087427077026263,-0.00036207411873501183,-0.000688079776158932,
75.497466,-0.000718922148570944,-0.0010223536491567684,-0.00009361877060709567,-0.0007095891480722122,-0.0002457803970439265,-0.0006890425637726346,
83.886074,-0.0005818870878880888,-0.0010230973294485708,-0.0003365950672686857,-0.0007102303480230176,-0.0003092370663926314,-0.0006897719611479539,
92.274682,-0.0005040283117597744,-0.0010236766500558382,-0.00015318123942131834,-0.0007107297996826783,-0.00029130357116369243,-0.0006903401514719716,
100.66329,-0.0005133502405092472,-0.0010241383230086595,-0.0003323984794851853,-0.0007111277985627234,-0.0002809363336664372,-0.0006907929518193359,
117.440506,-0.0013897540573559741,-0.001024822718405072,-0.0012576312669723144,-0.0007117177591003332,-0.001100022798760758,-0.000691464189676828,
134.217722,-0.0014938939572678445,-0.0010253008360307425,-0.001061102010162629,-0.000712129872338669,-0.0013074189181082607,-0.000691933112015865,
150.994938,-0.0015578024012748992,-0.0010256503163813362,-0.0011643280770677888,-0.0007124310887008399,-0.0009417949197719766,-0.0006922758691413216,
167.772154,-0.0015033764798387805,-0.0010259148885389403,-0.0009287269376677676,-0.0007126591120991149,-0.0012256711227337513,-0.0006925353503689533,
184.54937,-0.0015840767807755451,-0.0010261208665280823,-0.0008732042264574247,-0.0007128366289081021,-0.0013455745843514721,-0.0006927373641799555,
201.326586,-0.0016216463042875162,-0.0010262849348149643,-0.0008319128836299372,-0.0007129780224572465,-0.0013058485162477096,-0.0006928982743911505,
234.881018,-0.00344263962652247,-0.0010265280157395775,-0.0024098860608310346,-0.0007131875011592479,-0.0031175549363570143,-0.0006931366755402942,
268.43545,-0.003616138676739711,-0.0010266977277105327,-0.0024400051877068174,-0.0007133337472455471,-0.0030363175465849546,-0.0006933031196103783,
301.989882,-0.0035787072109669804,-0.0010268217207912555,-0.002555698501894077,-0.0007134405927113293,-0.00296915333980996,-0.0006934247247887544,
335.544314,-0.003834397961832825,-0.001026915554469326,-0.0024977959467558097,-0.0007135214477408364,-0.00289664921913646,-0.0006935167511792329,
369.098746,-0.003866551892815928,-0.001026988585246298,-0.002628578265862491,-0.0007135843760200263,-0.0025910623411222744,-0.0006935883752143858,
402.653178,-0.003704451392657626,-0.0010270467423577284,-0.002745006424219154,-0.0007136344873417762,-0.0028039845859164636,-0.0006936454120001723,
469.762042,-0.007660060245985534,-0.0010271328823254777,-0.006690709049944843,-0.0007137087088384944,-0.005937073466904752,-0.0006937298924402987,
536.870906,-0.007487775228346982,-0.0010271930041504834,-0.006710544946458619,-0.0007137605110740484,-0.0058211983182456795,-0.0006937888558793944,
603.97977,-0.007625303864337907,-0.001027236919351343,-0.006942380029919759,-0.0007137983487649512,-0.005783189571457403,-0.0006938319248910595,
671.088634,-0.007291434918284545,-0.0010272701466935215,-0.006760622551080786,-0.0007138269773682682,-0.0059850704841619695,-0.0006938645119487118,
738.197498,-0.007249850359831278,-0.001027296003665413,-0.006877557521068112,-0.0007138492554617595,-0.006211426222736183,-0.0006938898706387072,
805.306362,-0.007411333590019109,-0.0010273165919815167,-0.007131781053824282,-0.0007138669939956669,-0.006463130607179068,-0.000693910062188482,
939.52409,-0.008040309554793179, ,-0.0070388854075925655, ,-0.0072473177208617345, ,
1073.741818,-0.007885033602989644, ,-0.007408648748595037, ,-0.007668518536832147, ,
1207.959546,-0.007591853148143368, ,-0.007171166169593235, ,-0.00783581519918286, ,
1342.177274,-0.007123810306793654, ,-0.0070173779323082774, ,-0.007375257669855362, ,
1476.395002,-0.007005547318603589, ,-0.006677370702027563, ,-0.0075839523511059825, ,
1610.61273,-0.007229219320456837, ,-0.006637474401637644, ,-0.007984265550308511, ,
1879.048186,-0.0077763435996487384, ,-0.007452142214138369, ,-0.007711901797947229, ,
2147.483642,-0.007955742510097563, ,-0.007376784882975551, ,-0.00816189214480112, ,
2415.919098,-0.007267537083859521, ,-0.007505470952073767, ,-0.007903519799425496, ,
2684.354554,-0.008049394215054018, ,-0.008065518453007958, ,-0.008643532646131824, ,
2952.79001,-0.008865646121210213, ,-0.009294137325272178, ,-0.009577021567479527, ,
3221.225466,-0.00831042167672924, ,-0.011338770592734249, ,-0.009560350630541836, ,
3758.096378,-0.052409452232770604, ,-0.05558565051382103, ,-0.05426677716225359, ,
4294.96729,-0.05813292472713927, ,-0.059031782627734786, ,-0.060476912301771435, ,
4831.838202,-0.06525699448754785, ,-0.06375431022523415, ,-0.06515781772551577, ,
5368.709114,-0.07400264776063226, ,-0.06958709419847686, ,-0.0710350475129814, ,
5905.580026,-0.0848317659876231, ,-0.07616437910243978, ,-0.0818089408676892, ,
6442.450938,-0.09883891783670051, ,-0.08886488548399873, ,-0.09349436498022856, ,
