,e24-HeLa-GFP-SNAP_c07_run36_T1P1R2_CH1_BIN1.0,e24-HeLa-GFP-SNAP_c07_run36_T1P1R3_uncorrupted_CH1_BIN1.0,e24-HeLa-GFP-SNAP_c04_run33_T1P1R1_CH1_BIN1.0,e24-HeLa-GFP-SNAP_c02_run30_T1P1R1_CH1_BIN1.0,e24-HeLa-GFP-SNAP_c07_run36_T1P1R1_CH1_BIN1.0
11760,14244.0,14716.0,21311.0,15367.0,14385
11761,14471.0,14422.0,21536.0,15140.0,14804
11762,14186.0,14482.0,21573.0,15047.0,14786
11763,13965.0,14489.0,21533.0,15017.0,14730
11764,14542.0,14101.0,21080.0,15292.0,14722
11765,14277.0,14725.0,21498.0,15103.0,14911
11766,14568.0,14455.0,21394.0,15034.0,14818
11767,14556.0,14419.0,21283.0,15040.0,14451
11768,14173.0,14374.0,21592.0,15278.0,14777
11769,14767.0,14629.0,21384.0,15223.0,14348
11770,14512.0,14446.0,21632.0,15222.0,14358
11771,14589.0,13917.0,21569.0,14766.0,14670
11772,14422.0,14142.0,21809.0,15159.0,14565
11773,14560.0,14267.0,21437.0,15050.0,14582
11774,14288.0,13868.0,21319.0,14885.0,14472
11775,14367.0,14297.0,21263.0,14595.0,14421
11776,14524.0,14020.0,21327.0,14877.0,14630
11777,14312.0,14045.0,21298.0,15092.0,14717
11778,14461.0,14175.0,21573.0,15028.0,14646
11779,14230.0,14451.0,21422.0,14910.0,14749
11780,14307.0,14532.0,21568.0,15018.0,14871
11781,14086.0,14204.0,21530.0,15221.0,15109
11782,14429.0,14032.0,21649.0,15210.0,14730
11783,14608.0,14153.0,21544.0,15047.0,14882
11784,14476.0,14079.0,21909.0,14915.0,14150
11785,14607.0,14173.0,21583.0,14845.0,14455
11786,14314.0,14001.0,21278.0,14879.0,14315
11787,14326.0,14327.0,21283.0,15104.0,14445
11788,13982.0,14044.0,21454.0,15080.0,14401
11789,14615.0,14158.0,21974.0,14862.0,14304
11790,14391.0,14387.0,21810.0,14719.0,14525
11791,14402.0,14389.0,21661.0,14946.0,14542
11792,14380.0,14383.0,21675.0,14877.0,14443
11793,14506.0,14064.0,21671.0,15258.0,14334
11794,14296.0,14015.0,21858.0,15005.0,14616
11795,14564.0,14325.0,21936.0,15110.0,14397
11796,14287.0,14291.0,21861.0,15084.0,14340
11797,14317.0,14237.0,21565.0,14907.0,14461
11798,14459.0,14372.0,21460.0,15002.0,14524
11799,14299.0,14198.0,21271.0,15007.0,14590
11800,14605.0,14347.0,21724.0,14917.0,14535
11801,14602.0,14325.0,21918.0,14788.0,14296
11802,14611.0,14659.0,21334.0,14993.0,14380
11803,14648.0,14615.0,21312.0,15062.0,14836
11804,14698.0,14614.0,21668.0,14890.0,14485
11805,14592.0,14797.0,21591.0,14923.0,14422
11806,14664.0,14471.0,21702.0,15166.0,14239
11807,14698.0,14435.0,21280.0,15256.0,14492
11808,14606.0,14367.0,21465.0,15125.0,14191
11809,14145.0,14358.0,21775.0,15116.0,14207
11810,14622.0,14357.0,21507.0,14963.0,14616
11811,14386.0,14246.0,21586.0,15023.0,14597
11812,14486.0,14674.0,21705.0,14876.0,14476
11813,14363.0,14775.0,21505.0,14804.0,14353
11814,14305.0,14311.0,21950.0,14443.0,14437
11815,14579.0,14380.0,21769.0,14898.0,14551
11816,14515.0,14391.0,21611.0,15013.0,14506
11817,13989.0,14118.0,21442.0,15222.0,14282
11818,14309.0,14382.0,21265.0,15239.0,14562
11819,14273.0,14133.0,21717.0,14863.0,14318
11820,14618.0,14322.0,21760.0,15083.0,14562
11821,14305.0,13929.0,21633.0,14881.0,14419
11822,14616.0,14153.0,21377.0,14805.0,14611
11823,14363.0,14376.0,21789.0,15208.0,14615
11824,14366.0,14381.0,21924.0,14900.0,14623
11825,14414.0,14277.0,21844.0,15028.0,14613
11826,14258.0,14631.0,21578.0,15241.0,14777
11827,14164.0,14395.0,21844.0,15065.0,14584
11828,14457.0,14329.0,21521.0,15347.0,14853
11829,14455.0,14398.0,21416.0,14757.0,14512
11830,14347.0,14560.0,21281.0,14793.0,14358
11831,14069.0,14547.0,21177.0,14985.0,14923
11832,14118.0,14390.0,21405.0,14863.0,14766
11833,14322.0,14431.0,21569.0,15017.0,14721
11834,14410.0,14162.0,21504.0,14575.0,14741
11835,14207.0,14578.0,21242.0,14877.0,14601
11836,14397.0,14452.0,21236.0,14667.0,14453
11837,14130.0,14152.0,21576.0,14937.0,14428
11838,14433.0,14191.0,21438.0,14833.0,14668
11839,14766.0,14384.0,21430.0,14827.0,14710
11840,14265.0,14411.0,21109.0,14983.0,14784
11841,14283.0,14555.0,21443.0,14946.0,14667
11842,14396.0,14305.0,21708.0,15212.0,14776
11843,14446.0,14329.0,21608.0,15062.0,14244
11844,14446.0,14536.0,21985.0,14841.0,14655
11845,14528.0,14659.0,21340.0,14671.0,14636
11846,14443.0,14464.0,21486.0,15011.0,14603
11847,14579.0,14199.0,21658.0,14930.0,14282
11848,14403.0,14163.0,21623.0,14807.0,14446
11849,14526.0,14356.0,21524.0,14833.0,14357
11850,14199.0,14508.0,21810.0,14887.0,14318
11851,14496.0,14272.0,21649.0,14807.0,14423
11852,14683.0,14537.0,21316.0,14859.0,14363
11853,14632.0,14615.0,21375.0,14788.0,14488
11854,14295.0,14383.0,21656.0,14455.0,14739
11855,14440.0,14152.0,21478.0,14617.0,14576
11856,14698.0,14062.0,21737.0,14730.0,14347
11857,14574.0,13881.0,21665.0,15036.0,14470
11858,14267.0,14281.0,21588.0,14862.0,14460
11859,14198.0,14131.0,21768.0,15077.0,14386
11860,14346.0,14399.0,21153.0,14856.0,14565
11861,14212.0,14196.0,21444.0,14974.0,14782
11862,14459.0,14456.0,21412.0,15114.0,14221
11863,14281.0,14431.0,21353.0,14899.0,14613
11864,14720.0,14490.0,21631.0,15011.0,14660
11865,14432.0,14103.0,21940.0,15026.0,14787
11866,14536.0,14103.0,21714.0,15093.0,14646
11867,14423.0,14406.0,21250.0,14995.0,14698
11868,14205.0,14173.0,21373.0,14452.0,14594
11869,14166.0,14662.0,21622.0,14772.0,14548
11870,14376.0,14433.0,21194.0,14822.0,14205
11871,14212.0,14375.0,21722.0,14975.0,14299
11872,14367.0,14327.0,21531.0,15035.0,14460
11873,14310.0,14311.0,21579.0,15063.0,14502
11874,14399.0,14698.0,21466.0,14787.0,14647
11875,14343.0,14348.0,21828.0,15220.0,14350
11876,14422.0,14540.0,21492.0,15053.0,14448
11877,14548.0,14330.0,21583.0,15029.0,14510
11878,14396.0,14185.0,21634.0,15201.0,14496
11879,14366.0,14111.0,21747.0,14864.0,14560
11880,14376.0,14121.0,21828.0,15454.0,14614
11881,14324.0,14071.0,21317.0,15289.0,14854
11882,14266.0,14342.0,21908.0,15353.0,14731
11883,14223.0,14545.0,21781.0,15117.0,14725
11884,14225.0,14282.0,21580.0,14895.0,14682
11885,14404.0,14330.0,21756.0,14928.0,14787
11886,14365.0,14258.0,21818.0,14990.0,14229
11887,14277.0,14117.0,22228.0,15190.0,14520
11888,14471.0,14164.0,22269.0,15075.0,14825
11889,14204.0,14341.0,21580.0,14970.0,14360
11890,14306.0,14253.0,21327.0,15451.0,14421
11891,14535.0,14232.0,21488.0,15182.0,14512
11892,14523.0,14297.0,21648.0,14880.0,14486
11893,14445.0,14287.0,21686.0,14782.0,14500
11894,14495.0,14547.0,21927.0,15232.0,14656
11895,14411.0,14388.0,21623.0,15434.0,14448
11896,14401.0,14249.0,21804.0,14985.0,14760
11897,14242.0,14659.0,22126.0,15265.0,15035
11898,14648.0,14299.0,21358.0,14988.0,14782
11899,14507.0,14617.0,21660.0,15129.0,14570
11900,14584.0,14497.0,21839.0,15158.0,14622
11901,14442.0,14531.0,21481.0,14950.0,14604
11902,14311.0,14501.0,21591.0,14845.0,14455
11903,14557.0,14302.0,21218.0,14889.0,14269
11904,14540.0,14478.0,21948.0,14705.0,14533
11905,14529.0,14241.0,21785.0,15348.0,14484
11906,14260.0,14233.0,21610.0,14887.0,14417
11907,14371.0,14093.0,21740.0,15143.0,14575
11908,14131.0,14331.0,21639.0,15219.0,14560
11909,14292.0,14546.0,21460.0,15163.0,14343
11910,14304.0,14565.0,21510.0,14852.0,14718
11911,14464.0,14312.0,21679.0,15175.0,14610
11912,14302.0,14421.0,21649.0,15240.0,14250
11913,14724.0,14358.0,21747.0,14894.0,14444
11914,14532.0,14238.0,21666.0,15140.0,14328
11915,14585.0,14323.0,21540.0,14924.0,14211
11916,14551.0,14386.0,21852.0,15100.0,14083
11917,14226.0,14503.0,21823.0,14912.0,14532
11918,14206.0,14526.0,21883.0,15118.0,14556
11919,14446.0,14448.0,22087.0,15017.0,14333
11920,14475.0,14325.0,21823.0,14880.0,14535
11921,14180.0,14368.0,22044.0,14811.0,14337
11922,14167.0,14521.0,21625.0,15160.0,14464
11923,14466.0,14681.0,21541.0,14947.0,14429
11924,14280.0,14377.0,21899.0,15074.0,14380
11925,14527.0,14375.0,22098.0,15105.0,14614
11926,14352.0,14458.0,22225.0,15017.0,14747
11927,14458.0,14391.0,22248.0,15104.0,14521
11928,14100.0,14379.0,21982.0,14710.0,14894
11929,14250.0,14483.0,22018.0,14911.0,14767
11930,14552.0,14478.0,22023.0,14788.0,14759
11931,14138.0,14363.0,21720.0,14958.0,14467
11932,14204.0,14774.0,21801.0,14948.0,14628
11933,14355.0,14667.0,21827.0,14988.0,14790
11934,14703.0,14371.0,21777.0,15109.0,14676
11935,14613.0,14526.0,21602.0,15259.0,14614
11936,14609.0,14191.0,21708.0,15091.0,14567
11937,14491.0,14417.0,21566.0,15130.0,14454
11938,14667.0,14268.0,21601.0,15080.0,14553
11939,14304.0,14495.0,21743.0,14814.0,14493
11940,14443.0,14610.0,21791.0,15258.0,14384
11941,14478.0,14584.0,21701.0,15270.0,14492
11942,14676.0,14281.0,21932.0,15073.0,14315
11943,14506.0,14385.0,21693.0,15334.0,14349
11944,14520.0,14346.0,21876.0,15240.0,14292
11945,14815.0,14607.0,21752.0,14975.0,14393
11946,14646.0,14633.0,21785.0,14901.0,14534
11947,14627.0,14466.0,21661.0,15208.0,14466
11948,14507.0,14285.0,21710.0,15385.0,14682
11949,14384.0,14185.0,21853.0,14847.0,14652
11950,14500.0,14444.0,21552.0,15311.0,14355
11951,14721.0,14297.0,21446.0,15051.0,14900
11952,14254.0,14379.0,21487.0,15078.0,14720
11953,14558.0,14395.0,21598.0,14833.0,14448
11954,14362.0,14512.0,21259.0,15064.0,14417
11955,14528.0,14258.0,20922.0,15107.0,14390
11956,14514.0,14340.0,21451.0,15048.0,14706
11957,14511.0,14563.0,21589.0,15347.0,14744
11958,14223.0,14471.0,21619.0,15234.0,14465
11959,14340.0,14519.0,21686.0,15331.0,14418
11960,14446.0,14557.0,21718.0,15178.0,14797
11961,14282.0,14244.0,21836.0,14966.0,14731
11962,14507.0,14137.0,21688.0,15302.0,14997
11963,14624.0,14096.0,21677.0,15226.0,14476
11964,14399.0,14342.0,21380.0,14944.0,14505
11965,14551.0,14453.0,21577.0,15088.0,14813
11966,14641.0,14247.0,21592.0,15025.0,14720
11967,14703.0,14397.0,21219.0,15070.0,14599
11968,14718.0,14412.0,21377.0,15149.0,14444
11969,14535.0,14144.0,21407.0,14758.0,14753
11970,14611.0,14317.0,21541.0,15348.0,14739
11971,14212.0,14247.0,21734.0,15103.0,14668
11972,14502.0,14290.0,21449.0,15434.0,14581
11973,14570.0,14243.0,21405.0,15480.0,14436
11974,14665.0,14420.0,21730.0,15012.0,14665
11975,14364.0,14333.0,21857.0,15290.0,14618
11976,14548.0,14223.0,21519.0,15168.0,14385
11977,14685.0,14407.0,21049.0,14949.0,14810
11978,14765.0,14628.0,21805.0,14913.0,14735
11979,14605.0,14386.0,21699.0,14956.0,14908
11980,14214.0,14316.0,21735.0,15186.0,14387
11981,14482.0,14818.0,21749.0,15238.0,14570
11982,13998.0,14638.0,21359.0,15042.0,14738
11983,14409.0,14247.0,21100.0,15188.0,14692
11984,14267.0,14259.0,21450.0,14896.0,14581
11985,14498.0,14237.0,21302.0,14724.0,14610
11986,14565.0,14396.0,21448.0,15050.0,14680
11987,14407.0,14385.0,21809.0,15188.0,14584
11988,14560.0,14099.0,21703.0,14973.0,14467
11989,14512.0,14229.0,21368.0,15219.0,14645
11990,14693.0,14700.0,21408.0,14817.0,14561
11991,14554.0,14456.0,21473.0,15031.0,14546
11992,14397.0,14324.0,21657.0,14992.0,14629
11993,14388.0,14684.0,21801.0,15119.0,14685
11994,14261.0,14591.0,21659.0,14915.0,14742
11995,14273.0,14190.0,21529.0,15249.0,14677
11996,14143.0,14212.0,21648.0,15143.0,14830
11997,14127.0,14169.0,21288.0,15015.0,14566
11998,14339.0,14270.0,21689.0,14702.0,14574
11999,14184.0,14421.0,22089.0,14848.0,14621
12000,14530.0,14141.0,22157.0,14838.0,14606
12001,14278.0,13939.0,22137.0,15195.0,14772
12002,14195.0,14078.0,21496.0,15108.0,14584
12003,14190.0,14439.0,21977.0,15203.0,14663
12004,14466.0,14263.0,21741.0,14786.0,14569
12005,14163.0,14286.0,21621.0,15078.0,14718
12006,14382.0,14319.0,21456.0,15114.0,14624
12007,14045.0,14558.0,21991.0,14962.0,14493
12008,14421.0,14115.0,22024.0,15195.0,14455
12009,14512.0,14476.0,21999.0,14999.0,14864
12010,14493.0,14085.0,22048.0,14911.0,14679
12011,14548.0,14213.0,21656.0,15194.0,14604
12012,14484.0,14257.0,21411.0,15359.0,14700
12013,14397.0,14331.0,21656.0,15401.0,14427
12014,14161.0,14119.0,21701.0,15061.0,14623
12015,14146.0,14562.0,21617.0,14806.0,14568
12016,14286.0,14463.0,21907.0,14862.0,14341
12017,14669.0,14557.0,21734.0,14821.0,14354
12018,14737.0,14519.0,21693.0,15349.0,14417
12019,14578.0,14570.0,21629.0,14787.0,14654
12020,14627.0,14576.0,21684.0,14853.0,14595
12021,14358.0,14606.0,21754.0,14834.0,14622
12022,14463.0,14512.0,21749.0,14939.0,14614
12023,14337.0,14542.0,21455.0,15263.0,14575
12024,14424.0,14354.0,21591.0,15260.0,14426
12025,14456.0,13866.0,21365.0,15167.0,14543
12026,14340.0,14246.0,21501.0,15154.0,14220
12027,14476.0,14072.0,21615.0,14970.0,14439
12028,14455.0,14024.0,22195.0,15261.0,14422
12029,14416.0,14442.0,21787.0,15531.0,14475
12030,14128.0,14614.0,21819.0,15157.0,14164
12031,14676.0,14483.0,21932.0,15410.0,14625
12032,14642.0,14460.0,21793.0,15416.0,14868
12033,14595.0,14556.0,22175.0,15446.0,14808
12034,14311.0,14304.0,21910.0,15347.0,14698
12035,14275.0,14200.0,21378.0,15154.0,14677
12036,14548.0,14266.0,21713.0,15083.0,14488
12037,14480.0,14337.0,21950.0,15192.0,14567
12038,14435.0,14172.0,21687.0,15163.0,14454
12039,14435.0,14126.0,21618.0,15105.0,14661
12040,14451.0,14557.0,21375.0,15222.0,14336
12041,14671.0,14508.0,21649.0,14663.0,14352
12042,14590.0,14341.0,21614.0,15242.0,14620
12043,14558.0,14434.0,21909.0,15047.0,14643
12044,14560.0,14281.0,21716.0,14923.0,14391
12045,14809.0,14101.0,21842.0,14962.0,14336
12046,14743.0,14478.0,21932.0,14938.0,14513
12047,14580.0,14372.0,22059.0,14832.0,14454
12048,14368.0,14297.0,21642.0,15077.0,14493
12049,14470.0,14510.0,21494.0,15098.0,14454
12050,14794.0,14614.0,22093.0,14905.0,14459
12051,14848.0,14255.0,21980.0,14770.0,14537
12052,14556.0,14243.0,22051.0,15072.0,14496
12053,14607.0,14333.0,21570.0,14981.0,14622
12054,14598.0,14596.0,21942.0,14849.0,14438
12055,14211.0,14269.0,21645.0,14926.0,14553
12056,14462.0,14074.0,21611.0,14815.0,14571
12057,14661.0,14175.0,21728.0,14945.0,14283
12058,14594.0,14337.0,21418.0,15066.0,14455
12059,14415.0,14245.0,21403.0,14893.0,14512
12060,14673.0,14398.0,21494.0,15205.0,14680
12061,14336.0,14214.0,21977.0,14992.0,14637
12062,14397.0,14449.0,21817.0,14887.0,14314
12063,14234.0,14458.0,21773.0,15204.0,14430
12064,14585.0,14398.0,21830.0,14902.0,14776
12065,14191.0,14198.0,21786.0,15082.0,14560
12066,14222.0,14350.0,21809.0,15156.0,14488
12067,14183.0,14276.0,21871.0,15081.0,14436
12068,14405.0,14377.0,22034.0,14881.0,14665
12069,14554.0,14262.0,21689.0,15273.0,14312
12070,14391.0,14304.0,21924.0,14949.0,14828
12071,14670.0,14421.0,22263.0,15066.0,14715
12072,14269.0,14221.0,22120.0,15155.0,14359
12073,14384.0,13823.0,21864.0,14995.0,14703
12074,14416.0,14131.0,21794.0,14800.0,14451
12075,14475.0,14297.0,21566.0,14869.0,14565
12076,14485.0,14214.0,21483.0,15144.0,14607
12077,14640.0,14175.0,21429.0,14990.0,14568
12078,14424.0,14391.0,21549.0,14863.0,14614
12079,14432.0,14258.0,20950.0,14818.0,14329
12080,14369.0,13999.0,21571.0,14767.0,14377
12081,14334.0,14294.0,21247.0,14954.0,14106
12082,14211.0,14461.0,21149.0,14920.0,14178
12083,14634.0,14233.0,21419.0,14997.0,14573
12084,14486.0,14245.0,21604.0,14699.0,14489
12085,14535.0,14081.0,21353.0,14905.0,14481
12086,14506.0,14256.0,21204.0,14954.0,14412
12087,14474.0,14479.0,21298.0,14931.0,14490
12088,14561.0,14682.0,21472.0,14892.0,14633
12089,14563.0,14689.0,21355.0,14836.0,14583
12090,14533.0,14575.0,21445.0,14796.0,14743
12091,14432.0,14450.0,21655.0,14922.0,14570
12092,14887.0,14243.0,21359.0,14926.0,14546
12093,14242.0,14532.0,21708.0,14908.0,14518
12094,14267.0,14470.0,21726.0,14882.0,14581
12095,14250.0,14296.0,21370.0,15033.0,15071
12096,14469.0,14179.0,21840.0,15060.0,14675
12097,14623.0,14363.0,21471.0,15045.0,14353
12098,14578.0,14345.0,21586.0,14909.0,14681
12099,14191.0,14422.0,21538.0,15002.0,14467
12100,14307.0,14260.0,21572.0,14797.0,14281
12101,14256.0,14272.0,21474.0,14683.0,14599
12102,14537.0,14317.0,21414.0,15115.0,14602
12103,14470.0,14600.0,21528.0,15085.0,14734
12104,14802.0,14152.0,21474.0,15177.0,14415
12105,14335.0,14138.0,21354.0,14770.0,14743
12106,14308.0,14258.0,21299.0,14964.0,14535
12107,14500.0,14123.0,21786.0,14948.0,14594
12108,14752.0,14402.0,21814.0,14858.0,14489
12109,14613.0,14211.0,21557.0,15111.0,14471
12110,14664.0,14429.0,21373.0,15248.0,14380
12111,14614.0,14474.0,21465.0,15042.0,14452
12112,14857.0,14369.0,21549.0,15092.0,14494
12113,14623.0,14543.0,21644.0,15014.0,14385
12114,14858.0,14099.0,21731.0,15053.0,14945
12115,14432.0,14445.0,21353.0,15082.0,14697
12116,14536.0,14284.0,21494.0,15212.0,14577
12117,14602.0,14498.0,21401.0,15389.0,14696
12118,14790.0,14238.0,21671.0,15441.0,14338
12119,14819.0,14106.0,21824.0,15250.0,14457
12120,14908.0,14472.0,21509.0,15112.0,14602
12121,14537.0,14070.0,21464.0,15060.0,14617
12122,14784.0,14186.0,21483.0,15150.0,14362
12123,14922.0,14440.0,21772.0,15350.0,14304
12124,14751.0,14464.0,21607.0,15099.0,14347
12125,14819.0,14404.0,21805.0,15158.0,14768
12126,14606.0,14353.0,21596.0,15091.0,14572
12127,14983.0,14482.0,21546.0,15171.0,14499
12128,14789.0,14138.0,21572.0,15346.0,14584
12129,15015.0,13956.0,21651.0,15508.0,14725
12130,14772.0,14332.0,21510.0,15318.0,14795
12131,14947.0,14331.0,21719.0,15290.0,14686
12132,15010.0,14317.0,21545.0,15141.0,14846
12133,15017.0,14351.0,21341.0,15243.0,14797
12134,14687.0,14319.0,21287.0,15197.0,14650
12135,14530.0,14515.0,21537.0,15094.0,14739
12136,14563.0,14485.0,21348.0,15268.0,14783
12137,14562.0,14577.0,21393.0,14938.0,14804
12138,14425.0,14488.0,21414.0,15210.0,14923
12139,14445.0,14456.0,21412.0,15204.0,14547
12140,14822.0,14364.0,21891.0,15054.0,14717
12141,14086.0,14384.0,21567.0,15325.0,14588
12142,14610.0,14254.0,21849.0,15245.0,14611
12143,14368.0,14065.0,21796.0,14996.0,14356
12144,14839.0,14192.0,21703.0,14657.0,14822
12145,14874.0,14495.0,21627.0,15017.0,14663
12146,14789.0,14736.0,21535.0,14967.0,14413
12147,14432.0,14481.0,21296.0,15021.0,14820
12148,14336.0,14419.0,21699.0,14935.0,14684
12149,14137.0,14355.0,21532.0,15110.0,14630
12150,14453.0,14386.0,21633.0,14999.0,14455
12151,14357.0,14425.0,21866.0,15311.0,14410
12152,14484.0,14521.0,21355.0,14995.0,14438
12153,14675.0,14579.0,21839.0,15089.0,14504
12154,14623.0,14434.0,21757.0,15199.0,14871
12155,14604.0,14255.0,21861.0,15087.0,14446
12156,14431.0,14376.0,21489.0,15032.0,14851
12157,14406.0,14403.0,21676.0,15363.0,14903
12158,14443.0,14570.0,21578.0,15371.0,15106
12159,14662.0,14670.0,21393.0,15330.0,15024
12160,14417.0,14314.0,21182.0,15192.0,14603
12161,14739.0,14341.0,21328.0,15172.0,14619
12162,14633.0,14410.0,21436.0,14995.0,14562
12163,14526.0,14224.0,21525.0,15063.0,14741
12164,14285.0,14087.0,21571.0,15015.0,14696
12165,14267.0,14467.0,21345.0,15042.0,14585
12166,14339.0,14348.0,21364.0,14870.0,14481
12167,14118.0,14692.0,21268.0,15032.0,14569
12168,14174.0,14546.0,21829.0,15114.0,14800
12169,14279.0,14397.0,22065.0,14813.0,14751
12170,14378.0,14279.0,21814.0,15124.0,14397
12171,14617.0,14335.0,21524.0,15030.0,14374
12172,14437.0,14231.0,21517.0,15082.0,14428
12173,14549.0,14210.0,21773.0,14797.0,14554
12174,14664.0,14360.0,21778.0,15035.0,14695
12175,14485.0,14556.0,21403.0,15198.0,14559
12176,14409.0,14373.0,21227.0,15186.0,14531
12177,14334.0,14138.0,21587.0,15114.0,14907
12178,14609.0,14335.0,21571.0,15137.0,14616
12179,14703.0,14197.0,21339.0,15141.0,14693
12180,14521.0,14508.0,21383.0,15307.0,14862
12181,14747.0,14190.0,21444.0,15010.0,15065
12182,14542.0,14041.0,21455.0,14908.0,14592
12183,14290.0,14090.0,21424.0,14973.0,14696
12184,14463.0,14500.0,21630.0,14742.0,14849
12185,14320.0,14194.0,21005.0,14883.0,14690
12186,14367.0,14212.0,21263.0,15235.0,14513
12187,14487.0,14090.0,21167.0,15120.0,14447
12188,14349.0,14291.0,21871.0,15210.0,14521
12189,14278.0,14205.0,21827.0,15116.0,14391
12190,14505.0,14248.0,21512.0,15002.0,14358
12191,14299.0,14563.0,21367.0,15023.0,14594
12192,14364.0,14351.0,21669.0,15041.0,14776
12193,14426.0,14469.0,21671.0,15025.0,14820
12194,14386.0,14564.0,21688.0,15042.0,14778
12195,14413.0,14464.0,21412.0,15211.0,14435
12196,14321.0,14331.0,21173.0,15054.0,14553
12197,14238.0,14318.0,21205.0,14949.0,14367
12198,14276.0,14407.0,21504.0,15228.0,14363
12199,14534.0,14429.0,21302.0,15037.0,14565
12200,14893.0,14606.0,21526.0,14995.0,14608
12201,14795.0,14497.0,21811.0,14861.0,14518
12202,14355.0,14450.0,21810.0,15004.0,14531
12203,14263.0,14620.0,21976.0,15224.0,14485
12204,14218.0,14675.0,21427.0,15152.0,14346
12205,14086.0,14301.0,21551.0,14842.0,14449
12206,14563.0,14711.0,21715.0,14918.0,14431
12207,14528.0,14669.0,21462.0,14809.0,14505
12208,14575.0,14833.0,21728.0,14902.0,14386
12209,14957.0,14594.0,21371.0,14991.0,14428
12210,14610.0,14187.0,21521.0,15017.0,14411
12211,14313.0,14399.0,21676.0,14908.0,14545
12212,14406.0,14600.0,21839.0,14802.0,14526
12213,14749.0,14093.0,21871.0,15171.0,14483
12214,14484.0,14672.0,21752.0,15149.0,14451
12215,14157.0,14356.0,21730.0,15161.0,14673
12216,14267.0,14237.0,21623.0,15012.0,14726
12217,14120.0,14197.0,21186.0,15103.0,14766
12218,14350.0,14151.0,21589.0,15021.0,14850
12219,14366.0,14293.0,21496.0,15066.0,14519
12220,14492.0,14333.0,21494.0,14870.0,14723
12221,13980.0,14535.0,21541.0,14963.0,14792
12222,14168.0,14376.0,21672.0,14816.0,14748
12223,14337.0,14712.0,21357.0,14939.0,14793
12224,14600.0,14411.0,21568.0,14673.0,14283
12225,14539.0,14414.0,21495.0,14799.0,14754
12226,14346.0,14445.0,21383.0,14885.0,14960
12227,14127.0,14342.0,21271.0,14861.0,14583
12228,14221.0,14234.0,21712.0,14924.0,14685
12229,14238.0,14553.0,21574.0,15071.0,14443
12230,14397.0,14581.0,21405.0,14926.0,14485
12231,14166.0,14303.0,21458.0,14787.0,14253
12232,14450.0,14328.0,21703.0,15182.0,14016
12233,14190.0,14621.0,21608.0,14877.0,14720
12234,14538.0,14393.0,21931.0,14937.0,14763
12235,14548.0,14147.0,21335.0,14741.0,14631
12236,14763.0,14402.0,21748.0,15194.0,14662
12237,14479.0,14736.0,21912.0,15171.0,14808
12238,14225.0,14377.0,21699.0,15019.0,14540
12239,14271.0,13965.0,21805.0,15170.0,14536
12240,14270.0,14415.0,21922.0,15313.0,14383
12241,14566.0,14443.0,21570.0,15228.0,14329
12242,14474.0,14319.0,21915.0,15079.0,14213
12243,14422.0,14249.0,21569.0,15395.0,14759
12244,14208.0,14353.0,21458.0,15165.0,14680
12245,14434.0,14311.0,21606.0,15164.0,14684
12246,14295.0,14606.0,21751.0,14920.0,14967
12247,14359.0,14296.0,21757.0,15084.0,14845
12248,14296.0,14672.0,21626.0,14827.0,14953
12249,14618.0,14686.0,21215.0,15146.0,14558
12250,14115.0,14630.0,21378.0,14983.0,14673
12251,14284.0,14770.0,21296.0,15002.0,14445
12252,14385.0,14435.0,21454.0,14917.0,14671
12253,14475.0,14766.0,21579.0,14929.0,14484
12254,14617.0,14209.0,21575.0,14916.0,14804
12255,14486.0,14364.0,21471.0,14963.0,14533
12256,14778.0,14824.0,21794.0,14783.0,14671
12257,14742.0,14633.0,21579.0,15103.0,14429
12258,14603.0,14896.0,21493.0,14897.0,14530
12259,14570.0,14506.0,21830.0,14802.0,14308
12260,14496.0,14572.0,21639.0,14776.0,14549
12261,14695.0,14151.0,21694.0,15012.0,14804
12262,14628.0,14609.0,21687.0,15062.0,14715
12263,14815.0,14672.0,21786.0,14908.0,14660
12264,14394.0,14536.0,21911.0,14959.0,14557
12265,14272.0,14487.0,21845.0,14979.0,14377
12266,14630.0,14602.0,21910.0,14856.0,14556
12267,14794.0,14441.0,21613.0,15236.0,14553
12268,14670.0,14344.0,21525.0,15209.0,14600
12269,14365.0,14604.0,21790.0,15053.0,14441
12270,14490.0,14558.0,21945.0,15041.0,14433
12271,14387.0,14415.0,21918.0,14921.0,14279
12272,14309.0,14396.0,21658.0,14813.0,14439
12273,14512.0,14442.0,21630.0,15059.0,14499
12274,14390.0,14292.0,21611.0,15064.0,14456
12275,14491.0,14343.0,21907.0,15109.0,14547
12276,14576.0,14564.0,21606.0,14932.0,14326
12277,14505.0,14537.0,21909.0,14706.0,14970
12278,14618.0,14591.0,22154.0,15313.0,14607
12279,14232.0,14200.0,21866.0,14823.0,14552
12280,14520.0,14252.0,21640.0,14814.0,14389
12281,14511.0,14680.0,22087.0,14950.0,14452
12282,14481.0,14869.0,21738.0,14966.0,14909
12283,14597.0,14461.0,21662.0,15004.0,14421
12284,14332.0,14059.0,21816.0,14865.0,14868
12285,14464.0,14316.0,21925.0,15081.0,14687
12286,14765.0,14032.0,21453.0,15045.0,14653
12287,14499.0,14416.0,21817.0,14886.0,14530
12288,14544.0,14402.0,21636.0,15102.0,14502
12289,14229.0,14399.0,21659.0,14889.0,14752
