,name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),txy1,stdev(txy1),AR1,stdev(AR1),alpha1,stdev(alpha1),N (mom),bri (kHz),fit_with,correlator,artifact,correction,correlator-fit_with
2335,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48829_T342s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:22,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0041054740580091,,0.1897690056943168,,5.269564417757539,0.0932622018655055,1,,5.78640553642601,,5,,1.0,,29.68294835304492,16.55668430269557,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2336,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48832_T378s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:22,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0098490973407208,,0.1687234181022575,,5.926859538810043,0.0853722101065943,1,,7.652246205311674,,5,,1.0,,47.10215991352517,10.74237623185489,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2337,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48840_T474s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:22,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0030340108543989,,0.100568734691701,,9.943448160758456,0.0498593648388895,1,,1.8899174554521567,,5,,1.0,,-21.530248913931644,-23.02686032030316,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2338,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48842_T497s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:22,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0095674480873257,,0.0864729934002736,,11.564304191149184,0.0411823911242156,1,,3.296196348761282,,5,,1.0,,-19.529540669300456,-24.38591517156177,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2339,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48843_T546s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0011836185888282,,0.1280555106054883,,7.809113370222595,0.0645477782660382,1,,3.033015256550856,,5,,1.0,,-39.5185821679209,-12.755036133236151,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2340,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48844_T521s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0073889000094575,,0.1224576063517042,,8.166091350242064,0.0634044470476433,1,,4.151061875589194,,5,,1.0,,-41.63349426764531,-12.4362977840104,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2341,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48846_T584s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0352324385161913,,0.2032858157055948,,4.91918236660561,0.1183505167570707,1,,11.81689176218454,,5,,1.0,,15.473628211746329,37.62451806804643,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2342,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48848_T610s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.0049166822535002,,0.519501044363324,,1.9249239454861016,0.2891340334327938,1,,12.87943069049029,,5,,1.0,,3.2255145530641403,172.54953995486898,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2343,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48851_T607s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.009113653002308,,0.3392345124972891,,2.947813277129317,0.1869919276066089,1,,13.519785597681816,,5,,1.0,,6.673288325340178,82.60055427150475,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2344,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48861_T728s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0050727193553339,,0.0897591926214396,,11.14092017535753,0.0430289549979439,1,,1.9181337055079308,,5,,1.0,,-18.917937659356717,-25.340086507936288,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2345,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48866_T787s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.0032031287000648,,0.2846356639498319,,3.5132631874839606,0.1425607560006057,1,,7.172298042796156,,5,,1.0,,9.359702607694256,53.51168750546279,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2346,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48869_T823s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0086121417777295,,0.1070235012770215,,9.34374215072241,0.0556621651362142,1,,5.403633626903995,,5,,1.0,,-28.66878664761685,-18.14143552659909,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2347,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48869_T825s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0059106707475537,,0.0890398286079148,,11.230929075610424,0.0434238675061665,1,,3.97999846566229,,5,,1.0,,-19.375054646123576,-25.17104645391602,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2348,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48870_T834s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0240117570108382,,0.1672200567396847,,5.980143886428186,0.0845063686919881,1,,6.175052143925251,,5,,1.0,,34.07559290197842,14.830564234919674,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2349,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48877_T922s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.0073496821909187,,0.4161300699735564,,2.403094782512464,0.2396624872477665,1,,14.213690947879895,,5,,1.0,,4.697381485688861,122.60696799521637,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2350,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48878_T934s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0018960525613988,,0.1543063664387524,,6.480614008864774,0.0817769878430761,1,,5.4863147212730485,,5,,1.0,,-350.90886789754785,-1.510264253785944,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2351,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48882_T982s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.005024532768472,,0.1550704463596281,,6.448682024690072,0.0796101203587456,1,,4.81408987789921,,5,,1.0,,300.3221762429773,1.70943213132817,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2352,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48887_T1042s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.003172608228525,,0.239902296617849,,4.168363596755992,0.1278011325715544,1,,15.796495484516395,,5,,1.0,,14.340083631442226,37.14912890146207,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2353,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48895_T1139s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.0057589948242207,,0.1941331660789032,,5.151103339001649,0.094839062269485,1,,8.469813222909988,,5,,1.0,,32.64843942875874,14.963221621241486,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2354,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488100_T1197s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0052151983851341,,0.160223964848302,,6.241263602150822,0.0793137795511551,1,,11.99603450544981,,5,,1.0,,94.85790446056772,5.218523780754147,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2355,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488110_T1318s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0039806473712986,,0.1807784658764595,,5.531632294542096,0.0906037581645429,1,,5.105267006132956,,5,,1.0,,40.82995955976577,12.274974189127162,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2356,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488116_T1391s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0012853078762479,,0.2342765426484303,,4.268459781313493,0.122393017302364,1,,4.741976927536537,,5,,1.0,,15.519318833393884,33.66318480915159,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2357,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488117_T1403s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0096109328133277,,0.3580341164201278,,2.793029921278704,0.2019442435001138,1,,8.95890797662245,,5,,1.0,,5.673204248392533,99.4211239439738,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2358,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488128_T1536s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0086026498911335,,0.1000951914267656,,9.99048991011369,0.050212438354566,1,,3.263478491319204,,5,,1.0,,-23.348399607570453,-21.48527917404777,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2359,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488129_T1548s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0062581979756628,,0.2810901760079101,,3.557577195340541,0.1410187176392593,1,,5.395427925135072,,5,,1.0,,8.683124975413039,57.77701006313334,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2360,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488132_T1585s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.004968512838631,,0.1953388121048602,,5.119310336868375,0.1024031869492169,1,,6.084825466157885,,5,,1.0,,28.266049571394685,18.546409125033577,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2361,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488136_T1633s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0025071597387712,,0.1736745719294924,,5.757895291695176,0.0887130929746016,1,,6.516233588799744,,5,,1.0,,64.20629080724846,7.955618047403568,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2362,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488146_T1755s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0095271009529649,,0.1864113195962209,,5.364481095708484,0.09759137957689,1,,6.032967179619661,,5,,1.0,,30.287776443023727,17.285096448595684,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2363,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488155_T1864s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0095234166280297,,0.159309595911254,,6.277085785573556,0.0821196979879225,1,,5.838928846260077,,5,,1.0,,116.43741609370907,4.427034127283133,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2364,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488160_T1924s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.0056494932200043,,0.2224539429112463,,4.495312543859811,0.1158281584270732,1,,13.100348586660855,,5,,1.0,,19.286211685321028,26.997722935412472,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2365,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488177_T2129s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0094155554144887,,0.1976631655802161,,5.059111529781595,0.1023453683402488,1,,5.926291704608833,,5,,1.0,,23.14683171884633,22.36922379596864,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2366,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488194_T2334s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.0001838053056805,,0.2496721754153648,,4.005252080398464,0.1418265589894323,1,,13.771945358231047,,5,,1.0,,12.961953837802852,43.82450022352427,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2367,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488196_T2359s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0227840081935243,,0.2766108145829504,,3.61518764733661,0.1531502153462439,1,,14.478625106784571,,5,,1.0,,8.045476135289825,68.81715700734664,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2368,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488198_T2383s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-3.82132373949e-05,,0.2089182459002226,,4.786561344563417,0.1073680749431665,1,,11.424733540439842,,5,,1.0,,22.708138800660063,22.631705195148665,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2369,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488205_T2468s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0077949334078584,,0.0929678335349339,,10.756408555269138,0.0439160442118668,1,,3.757480460438342,,5,,1.0,,-21.706447713421124,-21.76214844255997,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2370,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488210_T2528s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:23,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.0034195539184368,,0.2934470951781775,,3.407769292767448,0.1513077852715036,1,,8.128055284036101,,5,,1.0,,8.729229306348788,59.06845061523675,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2371,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488215_T2589s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:24,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.0120745261805666,,0.3983928800361717,,2.510085019363815,0.2153308733967896,1,,13.096457870766065,,5,,1.0,,5.063665226844371,106.7406320011399,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2372,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488218_T2625s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:24,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0112709114602635,,0.1604670204700188,,6.231810106967351,0.0850626268381318,1,,10.974650237585095,,5,,1.0,,85.21538641798158,6.220639094098146,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2373,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488227_T2733s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:24,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0051932327716306,,0.2270314485772682,,4.404676119835699,0.1248746562161808,1,,6.193871841719616,,5,,1.0,,16.232606788260977,33.8844186209977,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2374,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488234_T2818s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:24,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0067755358012912,,0.179141453749699,,5.582180891516182,0.0970311189532456,1,,6.6285943873901845,,5,,1.0,,42.99675786813742,12.59735180167449,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2375,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488241_T2902s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:24,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.007883641284419,,0.2325095715511985,,4.300898209602526,0.1177358449944036,1,,5.054210057527906,,5,,1.0,,13.918742544093748,36.380435134099415,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2376,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488251_T3022s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:24,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0071126084767409,,0.1763548792705577,,5.67038464791118,0.0957920678888251,1,,12.125623162039666,,5,,1.0,,47.401615083415976,11.45905888148228,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2377,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488268_T3227s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:24,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0048357459831032,,0.099554814062295,,10.044717670551464,0.0477992680141167,1,,4.021867356841346,,5,,1.0,,-23.172221912310395,-20.72007500592196,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2378,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488270_T3251s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:24,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0060281839283821,,0.2256066144291433,,4.432494155946265,0.1293969490560448,1,,8.80880683139226,,5,,1.0,,16.72871815514873,34.28542724301366,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2379,2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF488291_T3505s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:04:24,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0017988531790269,,0.3209119209313263,,3.116119828449736,0.1843923748529447,1,,6.13441738005373,,5,,1.0,,7.458782788314216,77.03519200684445,alpha=1,multipletau,dirty,no correction,multipletau - alpha=1
2380,2022-02-10_tttr2xfcs_CH2_BIN1dot0_us_DiO LUV 10uM in 20 nM AF4884_T39s_1_delete_correlation-CH2_2,Not known,tttr2xfcs,,12 February 2022 21:09:43,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.0250128011896609,,0.3110732046464147,,3.214677397677703,162.47273189679842,1,,12.454562314003818,,5,,1.0,,6.470131337926487,80.72843012224067,alpha=1,tttr2xfcs,dirty,delete,tttr2xfcs - alpha=1
2381,2022-02-10_tttr2xfcs_CH2_BIN1dot0_us_DiO LUV 10uM in 20 nM AF4887_T75s_1_delete_correlation-CH2_2,Not known,tttr2xfcs,,12 February 2022 21:09:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.038497624334178,,0.1599422878674176,,6.252255193629209,81.21821696032934,1,,1.7165992602944402,,5,,1.0,,7.416931884136346,68.46799027171768,alpha=1,tttr2xfcs,dirty,delete,tttr2xfcs - alpha=1
2382,2022-02-10_tttr2xfcs_CH2_BIN1dot0_us_DiO LUV 10uM in 20 nM AF4889_T106s_1_delete_correlation-CH2_2,Not known,tttr2xfcs,,12 February 2022 21:09:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.0388971771100622,,0.1875349665521239,,5.332338914631462,108.56878744889435,1,,3.737112534449839,,5,,1.0,,2.5795615291824543,224.4391238544256,alpha=1,tttr2xfcs,dirty,delete,tttr2xfcs - alpha=1
2383,2022-02-10_tttr2xfcs_CH2_BIN1dot0_us_DiO LUV 10uM in 20 nM AF48814_T159s_1_delete_correlation-CH2_2,Not known,tttr2xfcs,,12 February 2022 21:09:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.0312696284895239,,0.2036835900030692,,4.909575680519629,102.44194433890564,1,,3.6144275577787552,,5,,1.0,,9.145628068780526,54.99585522766864,alpha=1,tttr2xfcs,dirty,delete,tttr2xfcs - alpha=1
2384,2022-02-10_tttr2xfcs_CH2_BIN1dot0_us_DiO LUV 10uM in 20 nM AF48823_T268s_1_delete_correlation-CH2_2,Not known,tttr2xfcs,,12 February 2022 21:09:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.0193793922194564,,0.236501878019044,,4.228296233315644,123.18887392906193,1,,2.243530483892585,,5,,1.0,,5.6274301650513205,92.5653614563396,alpha=1,tttr2xfcs,dirty,delete,tttr2xfcs - alpha=1
2385,2022-02-10_tttr2xfcs_CH2_BIN1dot0_us_DiO LUV 10uM in 20 nM AF48823_T287s_1_delete_correlation-CH2_2,Not known,tttr2xfcs,,12 February 2022 21:09:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.0261926356487857,,0.1819358966832998,,5.496441429261888,101.7146156410558,1,,2.173802097303053,,5,,1.0,,2.845674811503627,196.4723415046846,alpha=1,tttr2xfcs,dirty,delete,tttr2xfcs - alpha=1
2386,2022-02-10_tttr2xfcs_CH2_BIN1dot0_us_DiO LUV 10uM in 20 nM AF48825_T292s_1_delete_correlation-CH2_2,Not known,tttr2xfcs,,12 February 2022 21:09:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.0185563179436686,,0.2887216741200263,,3.463543230856592,155.79246500167963,1,,5.980798954326257,,5,,1.0,,5.344055959419828,100.97591296121487,alpha=1,tttr2xfcs,dirty,delete,tttr2xfcs - alpha=1
2387,2022-02-10_tttr2xfcs_CH2_BIN1dot0_us_DiO LUV 10uM in 20 nM AF48829_T341s_1_delete_correlation-CH2_2,Not known,tttr2xfcs,,12 February 2022 21:09:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.0493226524793607,,0.3334573486102175,,2.9988842776079068,188.4059706138168,1,,10.4520155352955,,5,,1.0,,4.773809488683417,118.36164964777768,alpha=1,tttr2xfcs,dirty,delete,tttr2xfcs - alpha=1
2388,2022-02-10_tttr2xfcs_CH2_BIN1dot0_us_DiO LUV 10uM in 20 nM AF48829_T342s_1_delete_correlation-CH2_2,Not known,tttr2xfcs,,12 February 2022 21:09:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.0406833906827099,,0.1585924340948909,,6.3054710378029,77.94043894989197,1,,1.5516407551480549,,5,,1.0,,5.656176065177315,86.89187861736673,alpha=1,tttr2xfcs,dirty,delete,tttr2xfcs - alpha=1
2389,2022-02-10_tttr2xfcs_CH2_BIN1dot0_us_DiO LUV 10uM in 20 nM AF48832_T378s_1_delete_correlation-CH2_2,Not known,tttr2xfcs,,12 February 2022 21:09:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.006254853832355,,0.136939605944212,,7.302489247759271,69.28994766747844,1,,1.216793236061802,,5,,1.0,,6.063669973321157,83.45018871859035,alpha=1,tttr2xfcs,dirty,delete,tttr2xfcs - alpha=1
2390,2022-02-10_tttr2xfcs_CH2_BIN1dot0_us_DiO LUV 10uM in 20 nM AF48840_T474s_1_delete_correlation-CH2_2,Not known,tttr2xfcs,,12 February 2022 21:09:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.0208039172489729,,0.1351155113706709,,7.4010747534132975,66.98675883191098,1,,1.252541030481979,,5,,1.0,,11.941273698278206,41.519759281268925,alpha=1,tttr2xfcs,dirty,delete,tttr2xfcs - alpha=1
2391,2022-02-10_tttr2xfcs_CH2_BIN1dot0_us_DiO LUV 10uM in 20 nM AF48842_T497s_1_delete_correlation-CH2_2,Not known,tttr2xfcs,,12 February 2022 21:09:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.0465562691199909,,0.2163686259873571,,4.621742156177635,103.04462736908413,1,,5.154550542756994,,5,,1.0,,12.377910246010767,38.47737718392919,alpha=1,tttr2xfcs,dirty,delete,tttr2xfcs - alpha=1
2392,2022-02-10_tttr2xfcs_CH2_BIN1dot0_us_DiO LUV 10uM in 20 nM AF48843_T546s_1_delete_correlation-CH2_2,Not known,tttr2xfcs,,12 February 2022 21:09:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.0215172124313272,,0.2439502945352162,,4.099195706671474,122.96580947699556,1,,6.452606646625906,,5,,1.0,,9.050174678769476,55.69904980155478,alpha=1,tttr2xfcs,dirty,delete,tttr2xfcs - alpha=1
2393,2022-02-10_tttr2xfcs_CH2_BIN1dot0_us_DiO LUV 10uM in 20 nM AF48844_T521s_1_delete_correlation-CH2_2,Not known,tttr2xfcs,,12 February 2022 21:09:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.050528722195548,,0.2401694268012778,,4.1637273041727525,124.35168510765637,1,,6.487124580542072,,5,,1.0,,8.75829633228027,59.12022006774829,alpha=1,tttr2xfcs,dirty,delete,tttr2xfcs - alpha=1
