,TbPEX5EGFP 1-100016_T330s_1_DELSHIFT_CH2_BIN1.0,TbPEX5EGFP 1-100017_T352s_1_DELSHIFT_CH2_BIN1.0,TbPEX5EGFP 1-100015_T308s_1_DELSHIFT_CH2_BIN1.0
9824,13.0,10.0,27
9825,31.0,8.0,12
9826,15.0,6.0,6
9827,9.0,9.0,3
9828,18.0,7.0,5
9829,17.0,6.0,2
9830,17.0,6.0,12
9831,11.0,5.0,29
9832,9.0,11.0,12
9833,8.0,8.0,12
9834,6.0,8.0,12
9835,16.0,1.0,17
9836,15.0,17.0,3
9837,14.0,15.0,8
9838,18.0,9.0,6
9839,9.0,11.0,10
9840,8.0,15.0,12
9841,8.0,5.0,6
9842,22.0,7.0,14
9843,18.0,11.0,8
9844,6.0,15.0,16
9845,7.0,3.0,39
9846,8.0,11.0,15
9847,17.0,5.0,22
9848,26.0,8.0,26
9849,30.0,8.0,17
9850,13.0,14.0,15
9851,11.0,16.0,11
9852,11.0,17.0,20
9853,22.0,17.0,23
9854,18.0,35.0,8
9855,11.0,20.0,11
9856,21.0,24.0,18
9857,9.0,10.0,3
9858,22.0,13.0,11
9859,23.0,13.0,19
9860,17.0,8.0,12
9861,22.0,12.0,8
9862,21.0,20.0,12
9863,25.0,14.0,6
9864,48.0,17.0,14
9865,18.0,27.0,8
9866,6.0,23.0,14
9867,6.0,40.0,12
9868,7.0,32.0,24
9869,5.0,62.0,8
9870,22.0,75.0,27
9871,10.0,67.0,19
9872,9.0,41.0,6
9873,10.0,46.0,7
9874,4.0,20.0,7
9875,7.0,16.0,8
9876,28.0,12.0,8
9877,20.0,4.0,6
9878,22.0,10.0,10
9879,13.0,7.0,9
9880,15.0,10.0,2
9881,25.0,11.0,6
9882,15.0,9.0,13
9883,22.0,12.0,8
9884,34.0,7.0,10
9885,23.0,9.0,8
9886,24.0,15.0,9
9887,18.0,17.0,7
9888,16.0,13.0,10
9889,13.0,8.0,16
9890,5.0,14.0,6
9891,15.0,12.0,8
9892,10.0,21.0,3
9893,16.0,7.0,11
9894,12.0,10.0,18
9895,6.0,6.0,60
9896,8.0,9.0,19
9897,7.0,6.0,16
9898,4.0,16.0,13
9899,12.0,7.0,7
9900,8.0,11.0,7
9901,21.0,58.0,8
9902,19.0,20.0,30
9903,11.0,5.0,9
9904,51.0,12.0,12
9905,12.0,5.0,9
9906,27.0,16.0,10
9907,31.0,20.0,11
9908,28.0,34.0,11
9909,12.0,5.0,4
9910,38.0,3.0,13
9911,10.0,9.0,38
9912,8.0,6.0,27
9913,10.0,6.0,33
9914,12.0,5.0,23
9915,11.0,11.0,7
9916,14.0,7.0,10
9917,15.0,7.0,7
9918,8.0,7.0,45
9919,9.0,11.0,20
9920,16.0,14.0,17
9921,13.0,49.0,2
9922,24.0,38.0,19
9923,11.0,19.0,15
9924,6.0,14.0,11
9925,7.0,21.0,20
9926,16.0,11.0,20
9927,12.0,14.0,22
9928,18.0,11.0,40
9929,24.0,8.0,41
9930,19.0,40.0,23
9931,13.0,13.0,58
9932,29.0,8.0,55
9933,16.0,3.0,30
9934,28.0,6.0,13
9935,38.0,10.0,12
9936,22.0,3.0,14
9937,39.0,14.0,6
9938,14.0,28.0,19
9939,13.0,9.0,31
9940,5.0,9.0,33
9941,10.0,10.0,13
9942,27.0,15.0,17
9943,11.0,36.0,41
9944,9.0,16.0,21
9945,8.0,3.0,11
9946,14.0,11.0,19
9947,11.0,7.0,12
9948,3.0,12.0,11
9949,9.0,11.0,9
9950,12.0,10.0,9
9951,10.0,14.0,3
9952,8.0,9.0,8
9953,11.0,9.0,9
9954,9.0,17.0,9
9955,10.0,9.0,5
9956,7.0,13.0,5
9957,10.0,22.0,13
9958,12.0,12.0,13
9959,13.0,8.0,8
9960,32.0,22.0,3
9961,20.0,57.0,17
9962,11.0,8.0,40
9963,11.0,13.0,10
9964,16.0,9.0,13
9965,8.0,11.0,36
9966,11.0,7.0,30
9967,27.0,14.0,9
9968,9.0,16.0,12
9969,13.0,9.0,30
9970,8.0,9.0,8
9971,18.0,14.0,8
9972,37.0,3.0,8
9973,54.0,6.0,7
9974,52.0,10.0,10
9975,11.0,9.0,4
9976,9.0,18.0,12
9977,12.0,10.0,10
9978,11.0,19.0,5
9979,29.0,13.0,15
9980,13.0,9.0,9
9981,14.0,9.0,14
9982,14.0,8.0,8
9983,22.0,9.0,16
9984,15.0,7.0,12
9985,16.0,12.0,20
9986,10.0,22.0,7
9987,11.0,25.0,12
9988,18.0,13.0,4
9989,41.0,10.0,3
9990,26.0,11.0,12
9991,20.0,5.0,1
9992,16.0,15.0,13
9993,22.0,6.0,6
9994,30.0,29.0,12
9995,5.0,13.0,21
9996,5.0,15.0,21
9997,17.0,6.0,8
9998,27.0,17.0,13
9999,14.0,9.0,4
10000,14.0,16.0,7
10001,12.0,14.0,9
10002,9.0,14.0,28
10003,11.0,28.0,21
10004,33.0,19.0,10
10005,34.0,19.0,7
10006,10.0,13.0,19
10007,13.0,19.0,8
10008,4.0,17.0,44
10009,8.0,11.0,20
10010,8.0,19.0,8
10011,9.0,19.0,14
10012,10.0,23.0,12
10013,9.0,12.0,4
10014,12.0,19.0,7
10015,25.0,6.0,4
10016,13.0,12.0,22
10017,18.0,14.0,18
10018,25.0,7.0,21
10019,42.0,12.0,21
10020,22.0,17.0,9
10021,36.0,14.0,9
10022,11.0,11.0,14
10023,10.0,8.0,10
10024,16.0,14.0,18
10025,9.0,10.0,14
10026,19.0,24.0,8
10027,6.0,10.0,10
10028,6.0,11.0,3
10029,13.0,35.0,6
10030,23.0,23.0,3
10031,17.0,32.0,13
10032,7.0,40.0,5
10033,16.0,18.0,11
10034,12.0,16.0,8
10035,9.0,12.0,29
10036,7.0,10.0,54
10037,11.0,6.0,12
10038,5.0,10.0,9
10039,12.0,13.0,16
10040,9.0,19.0,13
10041,7.0,10.0,7
10042,10.0,10.0,5
10043,13.0,12.0,11
10044,8.0,6.0,8
10045,13.0,7.0,9
10046,7.0,12.0,10
10047,3.0,7.0,7
10048,14.0,17.0,13
10049,17.0,20.0,9
10050,9.0,22.0,9
10051,12.0,47.0,8
10052,8.0,55.0,6
10053,15.0,54.0,2
10054,13.0,53.0,10
10055,38.0,60.0,6
10056,30.0,48.0,9
10057,13.0,53.0,9
10058,37.0,17.0,4
10059,20.0,7.0,6
10060,15.0,23.0,5
10061,7.0,7.0,11
10062,7.0,7.0,4
10063,7.0,10.0,11
10064,6.0,9.0,4
10065,7.0,12.0,26
10066,6.0,10.0,11
10067,6.0,5.0,19
10068,11.0,7.0,15
10069,5.0,8.0,30
10070,8.0,15.0,11
10071,10.0,5.0,9
10072,9.0,4.0,5
10073,7.0,8.0,5
10074,9.0,6.0,8
10075,12.0,11.0,18
10076,7.0,8.0,40
10077,7.0,3.0,15
10078,5.0,9.0,23
10079,29.0,10.0,39
10080,26.0,6.0,23
10081,20.0,4.0,17
10082,14.0,5.0,18
10083,20.0,9.0,19
10084,10.0,6.0,32
10085,6.0,2.0,30
10086,13.0,23.0,22
10087,11.0,16.0,16
10088,10.0,5.0,10
10089,16.0,5.0,22
10090,17.0,5.0,13
10091,29.0,9.0,31
10092,4.0,3.0,15
10093,13.0,0.0,29
10094,10.0,7.0,12
10095,7.0,16.0,10
10096,11.0,8.0,11
10097,5.0,4.0,7
10098,12.0,12.0,10
10099,11.0,4.0,6
10100,11.0,8.0,8
10101,22.0,15.0,6
10102,13.0,27.0,5
10103,18.0,13.0,4
10104,14.0,7.0,8
10105,19.0,1.0,12
10106,13.0,10.0,12
10107,6.0,6.0,11
10108,14.0,4.0,6
10109,41.0,8.0,10
10110,42.0,13.0,7
10111,35.0,9.0,17
10112,38.0,8.0,6
10113,50.0,11.0,4
10114,36.0,8.0,17
10115,12.0,15.0,14
10116,21.0,10.0,23
10117,24.0,8.0,11
10118,12.0,4.0,11
10119,21.0,3.0,9
10120,15.0,7.0,9
10121,10.0,11.0,3
10122,7.0,8.0,8
10123,4.0,7.0,12
10124,5.0,6.0,4
10125,14.0,7.0,13
10126,9.0,3.0,8
10127,17.0,8.0,12
10128,12.0,4.0,10
10129,47.0,14.0,19
10130,24.0,10.0,63
10131,18.0,15.0,61
10132,6.0,12.0,31
10133,20.0,9.0,13
10134,71.0,7.0,14
10135,20.0,20.0,7
10136,13.0,9.0,62
10137,4.0,19.0,48
10138,11.0,23.0,19
10139,15.0,23.0,42
10140,25.0,18.0,62
10141,11.0,12.0,75
10142,7.0,13.0,24
10143,9.0,14.0,12
10144,4.0,16.0,16
10145,4.0,7.0,19
10146,5.0,9.0,18
10147,4.0,3.0,12
10148,10.0,29.0,14
10149,6.0,16.0,4
10150,4.0,28.0,9
10151,6.0,38.0,5
10152,12.0,34.0,14
10153,8.0,14.0,13
10154,10.0,15.0,9
10155,20.0,11.0,17
10156,46.0,45.0,13
10157,25.0,16.0,12
10158,16.0,18.0,36
10159,21.0,15.0,34
10160,17.0,18.0,7
10161,18.0,18.0,20
10162,15.0,23.0,10
10163,16.0,6.0,10
10164,10.0,10.0,8
10165,25.0,20.0,7
10166,11.0,21.0,6
10167,15.0,7.0,9
10168,13.0,11.0,14
10169,7.0,12.0,4
10170,37.0,18.0,10
10171,10.0,11.0,4
10172,8.0,4.0,3
10173,10.0,17.0,8
10174,8.0,20.0,22
10175,14.0,4.0,18
10176,6.0,14.0,21
10177,8.0,12.0,15
10178,8.0,10.0,11
10179,12.0,20.0,16
10180,8.0,7.0,7
10181,5.0,9.0,13
10182,5.0,6.0,20
10183,9.0,5.0,23
10184,17.0,5.0,12
10185,13.0,5.0,7
10186,8.0,11.0,16
10187,7.0,8.0,24
10188,5.0,12.0,10
10189,5.0,15.0,15
10190,7.0,9.0,10
10191,8.0,9.0,7
10192,5.0,20.0,15
10193,8.0,14.0,14
10194,4.0,27.0,8
10195,11.0,43.0,14
10196,6.0,16.0,29
10197,14.0,8.0,11
10198,27.0,12.0,10
10199,17.0,6.0,12
10200,13.0,8.0,20
10201,8.0,3.0,10
10202,13.0,13.0,7
10203,29.0,13.0,10
10204,10.0,11.0,17
10205,6.0,13.0,12
10206,13.0,7.0,24
10207,8.0,10.0,13
10208,7.0,38.0,13
10209,9.0,24.0,24
10210,10.0,17.0,30
10211,15.0,12.0,13
10212,4.0,12.0,12
10213,5.0,5.0,23
10214,31.0,6.0,24
10215,38.0,11.0,31
10216,20.0,12.0,20
10217,5.0,12.0,18
10218,15.0,14.0,7
10219,4.0,34.0,9
10220,12.0,20.0,3
10221,3.0,13.0,6
10222,16.0,9.0,4
10223,5.0,5.0,5
10224,12.0,7.0,7
10225,24.0,10.0,31
10226,9.0,11.0,21
10227,5.0,28.0,15
10228,6.0,13.0,13
10229,12.0,12.0,4
10230,5.0,13.0,11
10231,14.0,13.0,24
10232,15.0,22.0,20
10233,18.0,5.0,28
10234,6.0,8.0,28
10235,4.0,5.0,11
10236,17.0,11.0,16
10237,4.0,13.0,23
10238,7.0,19.0,10
10239,10.0,13.0,34
10240,7.0,11.0,13
10241,6.0,11.0,13
10242,21.0,20.0,11
10243,17.0,20.0,3
10244,8.0,29.0,7
10245,8.0,11.0,12
10246,5.0,13.0,10
10247,11.0,7.0,24
10248,15.0,13.0,9
10249,9.0,14.0,14
10250,6.0,7.0,13
10251,6.0,35.0,6
10252,10.0,7.0,28
10253,12.0,8.0,13
10254,7.0,5.0,10
10255,13.0,7.0,5
10256,6.0,7.0,12
10257,8.0,30.0,11
10258,5.0,13.0,30
10259,26.0,7.0,15
10260,15.0,11.0,14
10261,45.0,4.0,41
10262,52.0,13.0,5
10263,42.0,6.0,14
10264,12.0,50.0,8
10265,11.0,27.0,9
10266,11.0,7.0,10
10267,8.0,8.0,12
10268,2.0,5.0,17
10269,5.0,1.0,11
10270,10.0,12.0,15
10271,18.0,41.0,12
10272,17.0,22.0,10
10273,29.0,7.0,6
10274,50.0,17.0,15
10275,13.0,12.0,12
10276,7.0,8.0,10
10277,10.0,9.0,3
10278,6.0,7.0,16
10279,18.0,10.0,8
10280,8.0,21.0,12
10281,13.0,43.0,12
10282,17.0,7.0,12
10283,24.0,10.0,7
10284,12.0,20.0,5
10285,49.0,24.0,9
10286,33.0,52.0,13
10287,12.0,22.0,8
10288,11.0,6.0,9
10289,10.0,7.0,10
10290,8.0,13.0,19
10291,10.0,44.0,21
10292,13.0,22.0,18
10293,36.0,12.0,12
10294,14.0,27.0,8
10295,12.0,7.0,5
10296,23.0,17.0,11
10297,22.0,9.0,13
10298,24.0,17.0,7
10299,45.0,12.0,7
10300,32.0,13.0,38
10301,22.0,22.0,5
10302,11.0,15.0,4
10303,13.0,9.0,8
10304,5.0,13.0,13
10305,9.0,9.0,12
10306,9.0,13.0,10
10307,12.0,7.0,9
10308,8.0,12.0,12
10309,8.0,48.0,13
10310,18.0,63.0,9
10311,14.0,17.0,7
10312,18.0,25.0,13
10313,8.0,35.0,2
10314,11.0,24.0,18
10315,11.0,18.0,10
10316,9.0,23.0,6
10317,7.0,29.0,9
10318,10.0,23.0,6
10319,15.0,12.0,5
10320,11.0,18.0,4
10321,11.0,47.0,6
10322,9.0,45.0,5
10323,12.0,17.0,6
10324,7.0,14.0,9
10325,12.0,11.0,8
10326,11.0,22.0,8
10327,8.0,80.0,7
10328,8.0,35.0,12
10329,15.0,23.0,26
10330,9.0,9.0,33
10331,11.0,21.0,20
10332,8.0,22.0,8
10333,15.0,18.0,9
10334,19.0,20.0,7
10335,7.0,11.0,10
10336,11.0,28.0,4
10337,10.0,16.0,5
10338,7.0,9.0,1
10339,24.0,33.0,4
10340,35.0,23.0,6
10341,11.0,13.0,7
10342,17.0,41.0,4
10343,11.0,17.0,5
10344,11.0,15.0,10
10345,2.0,11.0,15
10346,21.0,32.0,15
10347,7.0,16.0,17
10348,4.0,34.0,12
10349,7.0,13.0,24
10350,3.0,11.0,13
10351,5.0,9.0,6
10352,9.0,14.0,29
10353,10.0,35.0,13
10354,12.0,14.0,23
10355,11.0,13.0,13
10356,8.0,19.0,20
10357,13.0,57.0,11
10358,11.0,38.0,15
10359,13.0,13.0,6
10360,7.0,7.0,9
10361,7.0,8.0,12
10362,10.0,13.0,11
10363,11.0,7.0,35
10364,3.0,5.0,21
10365,13.0,18.0,11
10366,15.0,12.0,11
10367,10.0,12.0,10
10368,5.0,10.0,6
10369,9.0,7.0,20
10370,5.0,11.0,21
10371,3.0,5.0,7
10372,3.0,8.0,24
10373,3.0,6.0,13
10374,5.0,7.0,13
10375,12.0,11.0,23
10376,4.0,3.0,17
10377,5.0,10.0,17
10378,9.0,8.0,46
10379,12.0,24.0,23
10380,10.0,67.0,8
10381,4.0,11.0,20
10382,10.0,38.0,7
10383,10.0,63.0,10
10384,27.0,29.0,12
10385,34.0,10.0,29
10386,25.0,20.0,19
10387,13.0,12.0,18
10388,14.0,11.0,20
10389,8.0,10.0,13
10390,6.0,32.0,32
10391,17.0,8.0,11
10392,12.0,27.0,23
10393,4.0,17.0,10
10394,17.0,22.0,23
10395,17.0,38.0,11
10396,15.0,18.0,12
10397,6.0,8.0,32
10398,8.0,9.0,21
10399,8.0,21.0,25
10400,18.0,17.0,33
10401,16.0,24.0,14
10402,31.0,4.0,13
10403,9.0,13.0,14
10404,4.0,5.0,28
10405,11.0,9.0,13
10406,12.0,18.0,10
10407,6.0,11.0,7
10408,5.0,17.0,8
10409,5.0,38.0,13
10410,11.0,12.0,8
10411,3.0,41.0,14
10412,6.0,17.0,15
10413,7.0,16.0,51
10414,29.0,18.0,21
10415,7.0,38.0,12
10416,20.0,6.0,10
10417,34.0,14.0,23
10418,29.0,15.0,13
10419,21.0,12.0,30
10420,9.0,18.0,9
10421,12.0,17.0,8
10422,13.0,26.0,14
10423,15.0,16.0,8
10424,18.0,9.0,10
10425,22.0,13.0,8
10426,9.0,9.0,12
10427,20.0,10.0,12
10428,49.0,4.0,8
10429,5.0,7.0,8
10430,13.0,16.0,18
10431,10.0,7.0,12
10432,11.0,7.0,17
10433,10.0,7.0,28
10434,9.0,7.0,29
10435,10.0,10.0,33
10436,11.0,8.0,36
10437,8.0,8.0,13
10438,7.0,6.0,7
10439,9.0,5.0,18
10440,17.0,7.0,20
10441,9.0,2.0,12
10442,8.0,7.0,12
10443,9.0,13.0,13
10444,10.0,6.0,9
10445,8.0,15.0,20
10446,14.0,10.0,6
10447,16.0,12.0,7
10448,16.0,10.0,10
10449,30.0,15.0,18
10450,39.0,6.0,6
10451,54.0,9.0,4
10452,30.0,44.0,7
10453,23.0,35.0,6
10454,19.0,7.0,25
10455,12.0,3.0,9
10456,58.0,30.0,10
10457,62.0,10.0,9
10458,48.0,7.0,7
10459,7.0,5.0,4
10460,6.0,6.0,7
10461,21.0,9.0,9
10462,7.0,8.0,9
10463,5.0,5.0,8
10464,5.0,4.0,8
10465,6.0,7.0,10
10466,9.0,10.0,5
10467,17.0,10.0,14
10468,21.0,5.0,29
10469,6.0,6.0,29
10470,12.0,8.0,44
10471,42.0,9.0,4
10472,11.0,12.0,5
10473,17.0,14.0,13
10474,15.0,18.0,9
10475,13.0,8.0,9
10476,13.0,7.0,6
10477,6.0,12.0,3
10478,13.0,10.0,7
10479,12.0,10.0,9
10480,8.0,7.0,5
10481,11.0,6.0,4
10482,22.0,9.0,8
10483,16.0,27.0,4
10484,18.0,6.0,12
10485,4.0,13.0,9
10486,19.0,4.0,9
10487,67.0,15.0,19
10488,13.0,20.0,22
10489,6.0,28.0,37
10490,5.0,16.0,24
10491,5.0,6.0,21
10492,7.0,10.0,7
10493,79.0,19.0,15
10494,21.0,20.0,5
10495,4.0,44.0,16
10496,7.0,56.0,8
10497,8.0,24.0,25
10498,18.0,21.0,73
10499,5.0,64.0,15
10500,9.0,42.0,27
10501,7.0,7.0,18
10502,2.0,11.0,32
10503,9.0,5.0,8
10504,7.0,12.0,4
10505,10.0,3.0,40
10506,49.0,11.0,11
10507,9.0,6.0,11
10508,7.0,4.0,7
10509,8.0,12.0,18
10510,16.0,11.0,11
10511,6.0,16.0,23
10512,15.0,6.0,5
10513,10.0,12.0,12
10514,21.0,4.0,13
10515,13.0,11.0,9
10516,8.0,21.0,13
10517,12.0,25.0,18
10518,9.0,12.0,22
10519,9.0,17.0,11
10520,8.0,16.0,5
10521,19.0,10.0,6
10522,13.0,17.0,15
10523,16.0,16.0,4
10524,29.0,13.0,9
10525,15.0,7.0,16
10526,16.0,7.0,9
10527,9.0,5.0,11
10528,17.0,9.0,14
10529,18.0,14.0,6
10530,12.0,9.0,15
10531,36.0,22.0,6
10532,27.0,10.0,12
10533,18.0,2.0,22
10534,17.0,8.0,13
10535,9.0,3.0,6
10536,5.0,30.0,11
10537,16.0,32.0,26
10538,29.0,4.0,23
10539,30.0,5.0,15
10540,11.0,19.0,14
10541,6.0,59.0,18
10542,13.0,25.0,21
10543,20.0,66.0,23
10544,19.0,45.0,18
10545,10.0,12.0,32
10546,7.0,16.0,18
10547,4.0,10.0,3
10548,10.0,9.0,11
10549,24.0,28.0,10
10550,4.0,12.0,9
10551,8.0,18.0,5
10552,2.0,6.0,6
10553,6.0,16.0,16
10554,5.0,9.0,6
10555,6.0,7.0,9
10556,10.0,10.0,12
10557,10.0,7.0,11
10558,4.0,12.0,11
10559,2.0,22.0,10
10560,3.0,9.0,12
10561,8.0,5.0,12
10562,8.0,14.0,15
10563,9.0,8.0,29
10564,14.0,5.0,12
10565,8.0,6.0,9
10566,8.0,3.0,14
10567,26.0,16.0,5
10568,9.0,41.0,14
10569,3.0,7.0,6
10570,8.0,8.0,13
10571,8.0,7.0,12
10572,10.0,10.0,9
10573,3.0,12.0,9
10574,8.0,8.0,10
10575,8.0,12.0,21
10576,3.0,7.0,9
10577,7.0,12.0,17
10578,6.0,5.0,16
10579,12.0,14.0,14
10580,27.0,27.0,29
10581,21.0,13.0,21
10582,31.0,8.0,58
10583,22.0,4.0,20
10584,8.0,6.0,18
10585,8.0,6.0,11
10586,6.0,11.0,12
10587,10.0,20.0,18
10588,24.0,18.0,13
10589,10.0,18.0,9
10590,28.0,15.0,22
10591,51.0,18.0,12
10592,5.0,5.0,10
10593,25.0,6.0,23
10594,18.0,6.0,16
10595,18.0,13.0,20
10596,21.0,11.0,17
10597,8.0,6.0,30
10598,22.0,7.0,26
10599,18.0,6.0,11
10600,61.0,11.0,14
10601,34.0,7.0,5
10602,24.0,12.0,11
10603,5.0,7.0,10
10604,6.0,7.0,9
10605,8.0,4.0,60
10606,8.0,8.0,21
10607,9.0,7.0,16
10608,8.0,15.0,14
10609,7.0,7.0,38
10610,9.0,4.0,19
10611,13.0,9.0,13
10612,11.0,8.0,18
10613,5.0,5.0,25
10614,8.0,11.0,52
10615,17.0,3.0,59
10616,22.0,8.0,23
10617,13.0,4.0,14
10618,21.0,9.0,18
10619,18.0,8.0,16
10620,8.0,5.0,12
10621,6.0,19.0,21
10622,3.0,17.0,33
10623,9.0,31.0,10
10624,7.0,33.0,28
10625,9.0,15.0,23
10626,10.0,30.0,38
10627,5.0,4.0,32
10628,17.0,7.0,21
10629,24.0,5.0,11
10630,25.0,14.0,11
10631,10.0,28.0,10
10632,4.0,20.0,24
10633,7.0,37.0,12
10634,11.0,12.0,28
10635,11.0,13.0,22
10636,8.0,20.0,24
10637,30.0,17.0,19
10638,37.0,22.0,16
10639,41.0,47.0,7
10640,44.0,32.0,29
10641,13.0,36.0,11
10642,4.0,20.0,22
10643,5.0,10.0,45
10644,6.0,13.0,27
10645,8.0,17.0,18
10646,8.0,23.0,21
10647,10.0,19.0,11
10648,21.0,13.0,16
10649,22.0,12.0,21
10650,11.0,6.0,15
10651,17.0,7.0,10
10652,12.0,6.0,11
10653,17.0,6.0,8
10654,18.0,4.0,7
10655,11.0,4.0,19
10656,15.0,6.0,15
10657,13.0,10.0,19
10658,13.0,16.0,14
10659,19.0,61.0,19
10660,10.0,61.0,13
10661,39.0,6.0,10
10662,27.0,10.0,42
10663,20.0,19.0,27
10664,25.0,34.0,45
10665,16.0,31.0,33
10666,35.0,13.0,37
10667,33.0,5.0,15
10668,15.0,9.0,11
10669,6.0,20.0,20
10670,25.0,27.0,27
10671,30.0,12.0,7
10672,8.0,12.0,7
10673,12.0,16.0,11
10674,12.0,16.0,7
10675,11.0,17.0,11
10676,17.0,26.0,19
10677,10.0,17.0,5
10678,10.0,10.0,7
10679,10.0,17.0,6
10680,33.0,11.0,10
10681,18.0,7.0,14
10682,27.0,7.0,13
10683,33.0,7.0,18
10684,27.0,22.0,16
10685,27.0,12.0,20
10686,15.0,4.0,14
10687,12.0,5.0,10
10688,51.0,12.0,9
10689,21.0,31.0,6
10690,28.0,23.0,6
10691,19.0,11.0,16
10692,20.0,34.0,25
10693,14.0,50.0,57
10694,12.0,23.0,29
10695,24.0,13.0,22
10696,20.0,11.0,21
10697,10.0,6.0,10
10698,10.0,11.0,24
10699,13.0,5.0,72
10700,16.0,18.0,34
10701,41.0,7.0,66
10702,28.0,9.0,43
10703,10.0,16.0,14
10704,12.0,14.0,16
10705,15.0,11.0,7
10706,21.0,15.0,14
10707,9.0,17.0,9
10708,13.0,13.0,19
10709,7.0,21.0,12
10710,26.0,33.0,9
10711,13.0,40.0,7
10712,12.0,14.0,12
10713,7.0,12.0,6
10714,2.0,10.0,15
10715,6.0,17.0,11
10716,5.0,17.0,10
10717,7.0,13.0,14
10718,8.0,31.0,8
10719,9.0,7.0,6
10720,3.0,10.0,14
10721,13.0,10.0,2
10722,17.0,13.0,4
10723,11.0,26.0,9
10724,10.0,27.0,7
10725,10.0,12.0,6
10726,9.0,11.0,14
10727,10.0,13.0,12
10728,14.0,8.0,7
10729,8.0,4.0,11
10730,14.0,8.0,13
10731,14.0,7.0,9
10732,10.0,9.0,12
10733,8.0,14.0,11
10734,6.0,13.0,11
10735,11.0,11.0,8
10736,11.0,36.0,10
10737,7.0,10.0,0
10738,2.0,9.0,9
10739,12.0,14.0,5
10740,10.0,38.0,9
10741,14.0,17.0,37
10742,9.0,21.0,22
10743,18.0,4.0,9
10744,15.0,4.0,13
10745,13.0,5.0,11
10746,14.0,10.0,30
10747,30.0,14.0,20
10748,5.0,6.0,18
10749,5.0,19.0,14
10750,13.0,5.0,7
10751,24.0,5.0,9
10752,20.0,8.0,10
10753,8.0,7.0,14
10754,4.0,9.0,8
10755,8.0,4.0,6
10756,10.0,2.0,5
10757,7.0,13.0,7
10758,8.0,9.0,7
10759,13.0,9.0,9
10760,16.0,4.0,10
10761,21.0,4.0,8
10762,77.0,4.0,21
10763,37.0,9.0,24
10764,41.0,7.0,63
10765,18.0,28.0,21
10766,13.0,18.0,18
10767,17.0,3.0,9
10768,8.0,21.0,8
10769,4.0,12.0,4
10770,7.0,15.0,12
10771,3.0,13.0,11
10772,3.0,7.0,22
10773,1.0,7.0,9
10774,21.0,6.0,15
10775,66.0,9.0,5
10776,21.0,7.0,8
10777,26.0,10.0,11
10778,16.0,12.0,18
10779,39.0,12.0,11
10780,36.0,15.0,7
10781,13.0,14.0,21
10782,3.0,28.0,16
10783,4.0,10.0,6
10784,8.0,8.0,11
10785,7.0,6.0,6
10786,27.0,8.0,6
10787,28.0,12.0,5
10788,15.0,13.0,12
10789,15.0,7.0,12
10790,9.0,8.0,10
10791,12.0,11.0,6
10792,5.0,3.0,12
10793,5.0,8.0,10
10794,8.0,3.0,7
10795,11.0,12.0,34
10796,5.0,21.0,47
10797,6.0,15.0,11
10798,12.0,5.0,10
10799,10.0,8.0,18
10800,8.0,5.0,6
10801,20.0,16.0,7
10802,44.0,16.0,8
10803,40.0,7.0,7
10804,17.0,4.0,8
10805,8.0,4.0,9
10806,9.0,6.0,4
10807,2.0,4.0,34
10808,7.0,2.0,22
10809,2.0,29.0,6
10810,4.0,14.0,7
10811,9.0,6.0,12
10812,12.0,10.0,9
10813,7.0,7.0,5
10814,9.0,3.0,6
10815,18.0,4.0,19
10816,8.0,7.0,32
10817,7.0,16.0,43
10818,33.0,9.0,14
10819,34.0,30.0,26
10820,22.0,9.0,14
10821,4.0,10.0,3
10822,9.0,6.0,7
10823,8.0,11.0,15
10824,8.0,10.0,4
10825,6.0,4.0,11
10826,10.0,13.0,7
10827,6.0,6.0,6
10828,15.0,17.0,15
10829,19.0,10.0,16
10830,18.0,9.0,33
10831,18.0,17.0,8
10832,34.0,10.0,14
10833,19.0,11.0,12
10834,18.0,10.0,7
10835,19.0,14.0,19
10836,38.0,18.0,4
10837,41.0,15.0,14
10838,30.0,13.0,21
10839,17.0,10.0,9
10840,15.0,8.0,11
10841,25.0,13.0,6
10842,9.0,12.0,10
10843,7.0,12.0,22
10844,7.0,19.0,12
10845,6.0,14.0,16
10846,19.0,46.0,10
10847,15.0,17.0,13
10848,12.0,19.0,9
10849,9.0,19.0,6
10850,6.0,10.0,4
10851,11.0,13.0,8
10852,7.0,17.0,9
10853,12.0,7.0,5
10854,14.0,9.0,2
10855,5.0,9.0,7
10856,8.0,35.0,8
10857,13.0,15.0,6
10858,5.0,13.0,8
10859,17.0,10.0,14
10860,10.0,15.0,12
10861,9.0,12.0,19
10862,13.0,9.0,7
10863,12.0,8.0,1
10864,11.0,16.0,13
10865,4.0,33.0,8
10866,11.0,21.0,9
10867,15.0,9.0,12
10868,20.0,5.0,8
10869,10.0,9.0,12
10870,6.0,7.0,33
10871,12.0,11.0,8
10872,13.0,7.0,28
10873,13.0,8.0,38
10874,27.0,8.0,11
10875,11.0,10.0,11
10876,12.0,14.0,6
10877,18.0,16.0,27
10878,12.0,7.0,16
10879,11.0,5.0,13
10880,6.0,7.0,23
10881,14.0,15.0,11
10882,9.0,5.0,8
10883,10.0,10.0,4
10884,4.0,9.0,7
10885,5.0,10.0,4
10886,7.0,19.0,32
10887,28.0,17.0,50
10888,17.0,15.0,17
10889,8.0,5.0,5
10890,10.0,8.0,10
