,20 nM AF48897_T1160s_1_CH2_BIN1.0_PREPRO,20 nM AF48896_T1142s_1_CH2_BIN1.0_PREPRO,20 nM AF4887_T74s_1_CH2_BIN1.0_PREPRO
11489,0.4140845,0.4090909,0.3876923
11490,0.4140845,0.4090909,0.3876923
11491,0.4140845,0.4090909,0.3876923
11492,0.4140845,0.4090909,0.3876923
11493,0.4140845,0.4090909,0.3876923
11494,0.4140845,0.4090909,0.3876923
11495,0.4140845,0.4090909,0.3876923
11496,0.4140845,0.4090909,0.3876923
11497,0.4140845,0.4090909,0.3876923
11498,0.4140845,0.4090909,0.3876923
11499,0.4140845,0.4090909,0.3876923
11500,0.4140845,0.4090909,0.3876923
11501,0.4140845,0.4090909,0.3876923
11502,0.4140845,0.4090909,0.3876923
11503,0.4140845,0.4090909,0.3876923
11504,0.4140845,0.4090909,0.3876923
11505,0.4140845,0.4090909,0.3876923
11506,0.4140845,0.4090909,0.3876923
11507,0.4140845,0.4090909,0.3876923
11508,0.4140845,0.4090909,0.3876923
11509,0.4140845,0.4090909,0.3876923
11510,0.4140845,0.4090909,0.3876923
11511,0.4140845,0.4090909,0.3876923
11512,0.4140845,0.4090909,0.3876923
11513,0.4140845,0.4090909,0.3876923
11514,0.4140845,0.4090909,0.3876923
11515,0.4140845,0.4090909,0.3876923
11516,0.4140845,0.4090909,0.3876923
11517,0.4140845,0.4090909,0.3876923
11518,0.4140845,0.4090909,0.3876923
11519,0.4140845,0.4090909,0.3876923
11520,0.4140845,0.4090909,0.3876923
11521,0.4140845,0.4090909,0.3876923
11522,0.4140845,0.4090909,0.3876923
11523,0.4140845,0.4090909,0.3876923
11524,0.4140845,0.4090909,0.3876923
11525,0.4140845,0.4090909,0.3876923
11526,0.4140845,0.4090909,0.3876923
11527,0.4140845,0.4090909,0.3876923
11528,0.4140845,0.4090909,0.3876923
11529,0.4140845,0.4090909,0.3876923
11530,0.4140845,0.4090909,0.3876923
11531,0.4140845,0.4090909,0.3876923
11532,0.4140845,0.4090909,0.3876923
11533,0.4140845,0.4090909,0.3876923
11534,0.4140845,0.4090909,0.3876923
11535,0.4140845,0.4090909,0.3876923
11536,0.4140845,0.4090909,0.3876923
11537,0.4140845,0.4090909,0.3876923
11538,0.4140845,0.4090909,0.3876923
11539,0.4140845,0.4090909,0.3876923
11540,0.4140845,0.4090909,0.3876923
11541,0.4140845,0.4090909,0.3876923
11542,0.4140845,0.4090909,0.3876923
11543,0.4140845,0.4090909,0.3876923
11544,0.4140845,0.4090909,0.3876923
11545,0.4140845,0.4090909,0.3876923
11546,0.4140845,0.4090909,0.3876923
11547,0.4140845,0.4090909,0.3876923
11548,0.4140845,0.4090909,0.3876923
11549,0.4140845,0.4090909,0.3876923
11550,0.4140845,0.4090909,0.3876923
11551,0.4140845,0.4090909,0.3876923
11552,0.4140845,0.4090909,0.3876923
11553,0.4140845,0.4090909,0.3876923
11554,0.4140845,0.4090909,0.3876923
11555,0.4140845,0.4090909,0.3876923
11556,0.4140845,0.4090909,0.3876923
11557,0.4140845,0.4090909,0.3876923
11558,0.4140845,0.4090909,0.3876923
11559,0.4140845,0.4090909,0.3876923
11560,0.4140845,0.4090909,0.3876923
11561,0.4140845,0.4090909,0.3876923
11562,0.4140845,0.4090909,0.3876923
11563,0.4140845,0.4090909,0.3876923
11564,0.4140845,0.4090909,0.3876923
11565,0.4140845,0.4090909,0.3876923
11566,0.4140845,0.4090909,0.3876923
11567,0.4140845,0.4090909,0.3876923
11568,0.4140845,0.4090909,0.3876923
11569,0.4140845,0.4090909,0.3876923
11570,0.4140845,0.4090909,0.3876923
11571,0.4140845,0.4090909,0.3876923
11572,0.4140845,0.4090909,0.3876923
11573,0.4140845,0.4090909,0.3876923
11574,0.4140845,0.4090909,0.3876923
11575,0.4140845,0.4090909,0.3876923
11576,0.4140845,0.4090909,0.3876923
11577,0.4140845,0.4090909,0.3876923
11578,0.4140845,0.4090909,0.3876923
11579,0.4140845,0.4090909,0.3876923
11580,0.4140845,0.4090909,0.3876923
11581,0.4140845,0.4090909,0.3876923
11582,0.4140845,0.4090909,0.3876923
11583,0.4140845,0.4090909,0.3876923
11584,0.4140845,0.4090909,0.3876923
11585,0.4140845,0.4090909,0.3876923
11586,0.4140845,0.4090909,0.3876923
11587,0.4140845,0.4090909,0.3876923
11588,0.4140845,0.4090909,0.3876923
11589,0.4140845,0.4090909,0.3876923
11590,0.4140845,0.4090909,0.3876923
11591,0.4140845,0.4090909,0.3876923
11592,0.4140845,0.4090909,0.3876923
11593,0.4140845,0.4090909,0.3876923
11594,0.4140845,0.4090909,0.3876923
11595,0.4140845,0.4090909,0.3876923
11596,0.4140845,0.4090909,0.3876923
11597,0.4140845,0.4090909,0.3876923
11598,0.4140845,0.4090909,0.3876923
11599,0.4140845,0.4090909,0.3876923
11600,0.4140845,0.4090909,0.3876923
11601,0.4140845,0.4090909,0.3876923
11602,0.4140845,0.4090909,0.3876923
11603,0.4140845,0.4090909,0.3876923
11604,0.4140845,0.4090909,0.3876923
11605,0.4140845,0.4090909,0.3876923
11606,0.4140845,0.4090909,0.3876923
11607,0.4140845,0.4090909,0.3876923
11608,0.4140845,0.4090909,0.3876923
11609,0.4140845,0.4090909,0.3876923
11610,0.4140845,0.4090909,0.3876923
11611,0.4140845,0.4090909,0.3876923
11612,0.4140845,0.4090909,0.3876923
11613,0.4140845,0.4090909,0.3876923
11614,0.4140845,0.4090909,0.3876923
11615,0.4140845,0.4090909,0.3876923
11616,0.4140845,0.4090909,0.3876923
11617,0.4140845,0.4090909,0.3876923
11618,0.4140845,0.4090909,0.3876923
11619,0.4140845,0.4090909,0.3876923
11620,0.4140845,0.4090909,0.3876923
11621,0.4140845,0.4090909,0.3876923
11622,0.4140845,0.4090909,0.3876923
11623,0.4140845,0.4090909,0.3876923
11624,0.4140845,0.4090909,0.3876923
11625,0.4140845,0.4090909,0.3876923
11626,0.4140845,0.4090909,0.3876923
11627,0.4140845,0.4090909,0.3876923
11628,0.4140845,0.4090909,0.3876923
11629,0.4140845,0.4090909,0.3876923
11630,0.4140845,0.4090909,0.3876923
11631,0.4140845,0.4090909,0.3876923
11632,0.4140845,0.4090909,0.3876923
11633,0.4140845,0.4090909,0.3876923
11634,0.4140845,0.4090909,0.3876923
11635,0.4140845,0.4090909,0.3876923
11636,0.4140845,0.4090909,0.3876923
11637,0.4140845,0.4090909,0.3876923
11638,0.4140845,0.4090909,0.3876923
11639,0.4140845,0.4090909,0.3876923
11640,0.4140845,0.4090909,0.3876923
11641,0.4140845,0.4090909,0.3876923
11642,0.4140845,0.4090909,0.3876923
11643,0.4140845,0.4090909,0.3876923
11644,0.4140845,0.4090909,0.3876923
11645,0.4140845,0.4090909,0.3876923
11646,0.4140845,0.4090909,0.3876923
11647,0.4140845,0.4090909,0.3876923
11648,0.4140845,0.4090909,0.3876923
11649,0.4140845,0.4090909,0.3876923
11650,0.4140845,0.4090909,0.3876923
11651,0.4140845,0.4090909,0.3876923
11652,0.4140845,0.4090909,0.3876923
11653,0.4140845,0.4090909,0.3876923
11654,0.4140845,0.4090909,0.3876923
11655,0.4140845,0.4090909,0.3876923
11656,0.4140845,0.4090909,0.3876923
11657,0.4140845,0.4090909,0.3876923
11658,0.4140845,0.4090909,0.3876923
11659,0.4140845,0.4090909,0.3876923
11660,0.4140845,0.4090909,0.3876923
11661,0.4140845,0.4090909,0.3876923
11662,0.4140845,0.4090909,0.3876923
11663,0.4140845,0.4090909,0.3876923
11664,0.4140845,0.4090909,0.3876923
11665,0.4140845,0.4090909,0.3876923
11666,0.4140845,0.4090909,0.3876923
11667,0.4140845,0.4090909,0.3876923
11668,0.4140845,0.4090909,0.3876923
11669,0.4140845,0.4090909,0.3876923
11670,0.4140845,0.4090909,0.3876923
11671,0.4140845,0.4090909,0.3876923
11672,0.4140845,0.4090909,0.3876923
11673,0.4140845,0.4090909,0.3876923
11674,0.4140845,0.4090909,0.3876923
11675,0.4140845,0.4090909,0.3876923
11676,0.4140845,0.4090909,0.3876923
11677,0.4140845,0.4090909,0.3876923
11678,0.4140845,0.4090909,0.3876923
11679,0.4140845,0.4090909,0.3876923
11680,0.4140845,0.4090909,0.3876923
11681,0.4140845,0.4090909,0.3876923
11682,0.4140845,0.4090909,0.3876923
11683,0.4140845,0.4090909,0.3876923
11684,0.4140845,0.4090909,0.3876923
11685,0.4140845,0.4090909,0.3876923
11686,0.4140845,0.4090909,0.3876923
11687,0.4140845,0.4090909,0.3876923
11688,0.4140845,0.4090909,0.3876923
11689,0.4140845,0.4090909,0.3876923
11690,0.4140845,0.4090909,0.3876923
11691,0.4140845,0.4090909,0.3876923
11692,0.4140845,0.4090909,0.3876923
11693,0.4140845,0.4090909,0.3876923
11694,0.4140845,0.4090909,0.3876923
11695,0.4140845,0.4090909,0.3876923
11696,0.4140845,0.4090909,0.3876923
11697,0.4140845,0.4090909,0.3876923
11698,0.4140845,0.4090909,0.3876923
11699,0.4140845,0.4090909,0.3876923
11700,0.4140845,0.4090909,0.3876923
11701,0.4140845,0.4090909,0.3876923
11702,0.4140845,0.4090909,0.3876923
11703,0.4140845,0.4090909,0.3876923
11704,0.4140845,0.4090909,0.3876923
11705,0.4140845,0.4090909,0.3876923
11706,0.4140845,0.4090909,0.3876923
11707,0.4140845,0.4090909,0.3876923
11708,0.4140845,0.4090909,0.3876923
11709,0.4140845,0.4090909,0.3876923
11710,0.4140845,0.4090909,0.3876923
11711,0.4140845,0.4090909,0.3876923
11712,0.4140845,0.4090909,0.3876923
11713,0.4140845,0.4090909,0.3876923
11714,0.4140845,0.4090909,0.3876923
11715,0.4140845,0.4090909,0.3876923
11716,0.4140845,0.4090909,0.3876923
11717,0.4140845,0.4090909,0.3876923
11718,0.4140845,0.4090909,0.3876923
11719,0.4140845,0.4090909,0.3876923
11720,0.4140845,0.4090909,0.3876923
11721,0.4140845,0.4090909,0.3876923
11722,0.4140845,0.4090909,0.3876923
11723,0.4140845,0.4090909,0.3876923
11724,0.4140845,0.4090909,0.3876923
11725,0.4140845,0.4090909,0.3876923
11726,0.4140845,0.4090909,0.3876923
11727,0.4140845,0.4090909,0.3876923
11728,0.4140845,0.4090909,0.3876923
11729,0.4140845,0.4090909,0.3876923
11730,0.4140845,0.4090909,0.3876923
11731,0.4140845,0.4090909,0.3876923
11732,0.4140845,0.4090909,0.3876923
11733,0.4140845,0.4090909,0.3876923
11734,0.4140845,0.4090909,0.3876923
11735,0.4140845,0.4090909,0.3876923
11736,0.4140845,0.4090909,0.3876923
11737,0.4140845,0.4090909,0.3876923
11738,0.4140845,0.4090909,0.3876923
11739,0.4140845,0.4090909,0.3876923
11740,0.4140845,0.4090909,0.3876923
11741,0.4140845,0.4090909,0.3876923
11742,0.4140845,0.4090909,0.3876923
11743,0.4140845,0.4090909,0.3876923
11744,0.4140845,0.4090909,0.3876923
11745,0.4140845,0.4090909,0.3876923
11746,0.4140845,0.4090909,0.3876923
11747,0.4140845,0.4090909,0.3876923
11748,0.4140845,0.4090909,0.3876923
11749,0.4140845,0.4090909,0.3876923
11750,0.4140845,0.4090909,0.3876923
11751,0.4140845,0.4090909,0.3876923
11752,0.4140845,0.4090909,0.3876923
11753,0.4140845,0.4090909,0.3876923
11754,0.4140845,0.4090909,0.3876923
11755,0.4140845,0.4090909,0.3876923
11756,0.4140845,0.4090909,0.3876923
11757,0.4140845,0.4090909,0.3876923
11758,0.4140845,0.4090909,0.3876923
11759,0.4140845,0.4090909,0.3876923
11760,0.4140845,0.4090909,0.3876923
11761,0.4140845,0.4090909,0.3876923
11762,0.4140845,0.4090909,0.3876923
11763,0.4140845,0.4090909,0.3876923
11764,0.4140845,0.4090909,0.3876923
11765,0.4140845,0.4090909,0.3876923
11766,0.4140845,0.4090909,0.3876923
11767,0.4140845,0.4090909,0.3876923
11768,0.4140845,0.4090909,0.3876923
11769,0.4140845,0.4090909,0.3876923
11770,0.4140845,0.4090909,0.3876923
11771,0.4140845,0.4090909,0.3876923
11772,0.4140845,0.4090909,0.3876923
11773,0.4140845,0.4090909,0.3876923
11774,0.4140845,0.4090909,0.3876923
11775,0.4140845,0.4090909,0.3876923
11776,0.4140845,0.4090909,0.3876923
11777,0.4140845,0.4090909,0.3876923
11778,0.4140845,0.4090909,0.3876923
11779,0.4140845,0.4090909,0.3876923
11780,0.4140845,0.4090909,0.3876923
11781,0.4140845,0.4090909,0.3876923
11782,0.4140845,0.4090909,0.3876923
11783,0.4140845,0.4090909,0.3876923
11784,0.4140845,0.4090909,0.3876923
11785,0.4140845,0.4090909,0.3876923
11786,0.4140845,0.4090909,0.3876923
11787,0.4140845,0.4090909,0.3876923
11788,0.4140845,0.4090909,0.3876923
11789,0.4140845,0.4090909,0.3876923
11790,0.4140845,0.4090909,0.3876923
11791,0.4140845,0.4090909,0.3876923
11792,0.4140845,0.4090909,0.3876923
11793,0.4140845,0.4090909,0.3876923
11794,0.4140845,0.4090909,0.3876923
11795,0.4140845,0.4090909,0.3876923
11796,0.4140845,0.4090909,0.3876923
11797,0.4140845,0.4090909,0.3876923
11798,0.4140845,0.4090909,0.3876923
11799,0.4140845,0.4090909,0.3876923
11800,0.4140845,0.4090909,0.3876923
11801,0.4140845,0.4090909,0.3876923
11802,0.4140845,0.4090909,0.3876923
11803,0.4140845,0.4090909,0.3876923
11804,0.4140845,0.4090909,0.3876923
11805,0.4140845,0.4090909,0.3876923
11806,0.4140845,0.4090909,0.3876923
11807,0.4140845,0.4090909,0.3876923
11808,0.4140845,0.4090909,0.3876923
11809,0.4140845,0.4090909,0.3876923
11810,0.4140845,0.4090909,0.3876923
11811,0.4140845,0.4090909,0.3876923
11812,0.4140845,0.4090909,0.3876923
11813,0.4140845,0.4090909,0.3876923
11814,0.4140845,0.4090909,0.3876923
11815,0.4140845,0.4090909,0.3876923
11816,0.4140845,0.4090909,0.3876923
11817,0.4140845,0.4090909,0.3876923
11818,0.4140845,0.4090909,0.3876923
11819,0.4140845,0.4090909,0.3876923
11820,0.4140845,0.4090909,0.3876923
11821,0.4140845,0.4090909,0.3876923
11822,0.4140845,0.4090909,0.3876923
11823,0.4140845,0.4090909,0.3876923
11824,0.4140845,0.4090909,0.3876923
11825,0.4140845,0.4090909,0.3876923
11826,0.4140845,0.4090909,0.3876923
11827,0.4140845,0.4090909,0.3876923
11828,0.4140845,0.4090909,0.3876923
11829,0.4140845,0.4090909,0.3876923
11830,0.4140845,0.4090909,0.3876923
11831,0.4140845,0.4090909,0.3876923
11832,0.4140845,0.4090909,0.3876923
11833,0.4140845,0.4090909,0.3876923
11834,0.4140845,0.4090909,0.3876923
11835,0.4140845,0.4090909,0.3876923
11836,0.4140845,0.4090909,0.3876923
11837,0.4140845,0.4090909,0.3876923
11838,0.4140845,0.4090909,0.3876923
11839,0.4140845,0.4090909,0.3876923
11840,0.4140845,0.4090909,0.3876923
11841,0.4140845,0.4090909,0.3876923
11842,0.4140845,0.4090909,0.3876923
11843,0.4140845,0.4090909,0.3876923
11844,0.4140845,0.4090909,0.3876923
11845,0.4140845,0.4090909,0.3876923
11846,0.4140845,0.4090909,0.3876923
11847,0.4140845,0.4090909,0.3876923
11848,0.4140845,0.4090909,0.3876923
11849,0.4140845,0.4090909,0.3876923
11850,0.4140845,0.4090909,0.3876923
11851,0.4140845,0.4090909,0.3876923
11852,0.4140845,0.4090909,0.3876923
11853,0.4140845,0.4090909,0.3876923
11854,0.4140845,0.4090909,0.3876923
11855,0.4140845,0.4090909,0.3876923
11856,0.4140845,0.4090909,0.3876923
11857,0.4140845,0.4090909,0.3876923
11858,0.4140845,0.4090909,0.3876923
11859,0.4140845,0.4090909,0.3876923
11860,0.4140845,0.4090909,0.3876923
11861,0.4140845,0.4090909,0.3876923
11862,0.4140845,0.4090909,0.3876923
11863,0.4140845,0.4090909,0.3876923
11864,0.4140845,0.4090909,0.3876923
11865,0.4140845,0.4090909,0.3876923
11866,0.4140845,0.4090909,0.3876923
11867,0.4140845,0.4090909,0.3876923
11868,0.4140845,0.4090909,0.3876923
11869,0.4140845,0.4090909,0.3876923
11870,0.4140845,0.4090909,0.3876923
11871,0.4140845,0.4090909,0.3876923
11872,0.4140845,0.4090909,0.3876923
11873,0.4140845,0.4090909,0.3876923
11874,0.4140845,0.4090909,0.3876923
11875,0.4140845,0.4090909,0.3876923
11876,0.4140845,0.4090909,0.3876923
11877,0.4140845,0.4090909,0.3876923
11878,0.4140845,0.4090909,0.3876923
11879,0.4140845,0.4090909,0.3876923
11880,0.4140845,0.4090909,0.3876923
11881,0.4140845,0.4090909,0.3876923
11882,0.4140845,0.4090909,0.3876923
11883,0.4140845,0.4090909,0.3876923
11884,0.4140845,0.4090909,0.3876923
11885,0.4140845,0.4090909,0.3876923
11886,0.4140845,0.4090909,0.3876923
11887,0.4140845,0.4090909,0.3876923
11888,0.4140845,0.4090909,0.3876923
11889,0.4140845,0.4090909,0.3876923
11890,0.4140845,0.4090909,0.3876923
11891,0.4140845,0.4090909,0.3876923
11892,0.4140845,0.4090909,0.3876923
11893,0.4140845,0.4090909,0.3876923
11894,0.4140845,0.4090909,0.3876923
11895,0.4140845,0.4090909,0.3876923
11896,0.4140845,0.4090909,0.3876923
11897,0.4140845,0.4090909,0.3876923
11898,0.4140845,0.4090909,0.3876923
11899,0.4140845,0.4090909,0.3876923
11900,0.4140845,0.4090909,0.3876923
11901,0.4140845,0.4090909,0.3876923
11902,0.4140845,0.4090909,0.3876923
11903,0.4140845,0.4090909,0.3876923
11904,0.4140845,0.4090909,0.3876923
11905,0.4140845,0.4090909,0.3876923
11906,0.4140845,0.4090909,0.3876923
11907,0.4140845,0.4090909,0.3876923
11908,0.4140845,0.4090909,0.3876923
11909,0.4140845,0.4090909,0.3876923
11910,0.4140845,0.4090909,0.3876923
11911,0.4140845,0.4090909,0.3876923
11912,0.4140845,0.4090909,0.3876923
11913,0.4140845,0.4090909,0.3876923
11914,0.4140845,0.4090909,0.3876923
11915,0.4140845,0.4090909,0.3876923
11916,0.4140845,0.4090909,0.3876923
11917,0.4140845,0.4090909,0.3876923
11918,0.4140845,0.4090909,0.3876923
11919,0.4140845,0.4090909,0.3876923
11920,0.4140845,0.4090909,0.3876923
11921,0.4140845,0.4090909,0.3876923
11922,0.4140845,0.4090909,0.3876923
11923,0.4140845,0.4090909,0.3876923
11924,0.4140845,0.4090909,0.3876923
11925,0.4140845,0.4090909,0.3876923
11926,0.4140845,0.4090909,0.3876923
11927,0.4140845,0.4090909,0.3876923
11928,0.4140845,0.4090909,0.3876923
11929,0.4140845,0.4090909,0.3876923
11930,0.4140845,0.4090909,0.3876923
11931,0.4140845,0.4090909,0.3876923
11932,0.4140845,0.4090909,0.3876923
11933,0.4140845,0.4090909,0.3876923
11934,0.4140845,0.4090909,0.3876923
11935,0.4140845,0.4090909,0.3876923
11936,0.4140845,0.4090909,0.3876923
11937,0.4140845,0.4090909,0.3876923
11938,0.4140845,0.4090909,0.3876923
11939,0.4140845,0.4090909,0.3876923
11940,0.4140845,0.4090909,0.3876923
11941,0.4140845,0.4090909,0.3876923
11942,0.4140845,0.4090909,0.3876923
11943,0.4140845,0.4090909,0.3876923
11944,0.4140845,0.4090909,0.3876923
11945,0.4140845,0.4090909,0.3876923
11946,0.4140845,0.4090909,0.3876923
11947,0.4140845,0.4090909,0.3876923
11948,0.4140845,0.4090909,0.3876923
11949,0.4140845,0.4090909,0.3876923
11950,0.4140845,0.4090909,0.3876923
11951,0.4140845,0.4090909,0.3876923
11952,0.4140845,0.4090909,0.3876923
11953,0.4140845,0.4090909,0.3876923
11954,0.4140845,0.4090909,0.3876923
11955,0.4140845,0.4090909,0.3876923
11956,0.4140845,0.4090909,0.3876923
11957,0.4140845,0.4090909,0.3876923
11958,0.4140845,0.4090909,0.3876923
11959,0.4140845,0.4090909,0.3876923
11960,0.4140845,0.4090909,0.3876923
11961,0.4140845,0.4090909,0.3876923
11962,0.4140845,0.4090909,0.3876923
11963,0.4140845,0.4090909,0.3876923
11964,0.4140845,0.4090909,0.3876923
11965,0.4140845,0.4090909,0.3876923
11966,0.4140845,0.4090909,0.3876923
11967,0.4140845,0.4090909,0.3876923
11968,0.4140845,0.4090909,0.3876923
11969,0.4140845,0.4090909,0.3876923
11970,0.4140845,0.4090909,0.3876923
11971,0.4140845,0.4090909,0.3876923
11972,0.4140845,0.4090909,0.3876923
11973,0.4140845,0.4090909,0.3876923
11974,0.4140845,0.4090909,0.3876923
11975,0.4140845,0.4090909,0.3876923
11976,0.4140845,0.4090909,0.3876923
11977,0.4140845,0.4090909,0.3876923
11978,0.4140845,0.4090909,0.3876923
11979,0.4140845,0.4090909,0.3876923
11980,0.4140845,0.4090909,0.3876923
11981,0.4140845,0.4090909,0.3876923
11982,0.4140845,0.4090909,0.3876923
11983,0.4140845,0.4090909,0.3876923
11984,0.4140845,0.4090909,0.3876923
11985,0.4140845,0.4090909,0.3876923
11986,0.4140845,0.4090909,0.3876923
11987,0.4140845,0.4090909,0.3876923
11988,0.4140845,0.4090909,0.3876923
11989,0.4140845,0.4090909,0.3876923
11990,0.4140845,0.4090909,0.3876923
11991,0.4140845,0.4090909,0.3876923
11992,0.4140845,0.4090909,0.3876923
11993,0.4140845,0.4090909,0.3876923
11994,0.4140845,0.4090909,0.3876923
11995,0.4140845,0.4090909,0.3876923
11996,0.4140845,0.4090909,0.3876923
11997,0.4140845,0.4090909,0.3876923
11998,0.4140845,0.4090909,0.3876923
11999,0.4140845,0.4090909,0.3876923
12000,0.4140845,0.4090909,0.3876923
12001,0.4140845,0.4090909,0.3876923
12002,0.4140845,0.4090909,0.3876923
12003,0.4140845,0.4090909,0.3876923
12004,0.4140845,0.4090909,0.3876923
12005,0.4140845,0.4090909,0.3876923
12006,0.4140845,0.4090909,0.3876923
12007,0.4140845,0.4090909,0.3876923
12008,0.4140845,0.4090909,0.3876923
12009,0.4140845,0.4090909,0.3876923
12010,0.4140845,0.4090909,0.3876923
12011,0.4140845,0.4090909,0.3876923
12012,0.4140845,0.4090909,0.3876923
12013,0.4140845,0.4090909,0.3876923
12014,0.4140845,0.4090909,0.3876923
12015,0.4140845,0.4090909,0.3876923
12016,0.4140845,0.4090909,0.3876923
12017,0.4140845,0.4090909,0.3876923
12018,0.4140845,0.4090909,0.3876923
12019,0.4140845,0.4090909,0.3876923
12020,0.4140845,0.4090909,0.3876923
12021,0.4140845,0.4090909,0.3876923
12022,0.4140845,0.4090909,0.3876923
12023,0.4140845,0.4090909,0.3876923
12024,0.4140845,0.4090909,0.3876923
12025,0.4140845,0.4090909,0.3876923
12026,0.4140845,0.4090909,0.3876923
12027,0.4140845,0.4090909,0.3876923
12028,0.4140845,0.4090909,0.3876923
12029,0.4140845,0.4090909,0.3876923
12030,0.4140845,0.4090909,0.3876923
12031,0.4140845,0.4090909,0.3876923
12032,0.4140845,0.4090909,0.3876923
12033,0.4140845,0.4090909,0.3876923
12034,0.4140845,0.4090909,0.3876923
12035,0.4140845,0.4090909,0.3876923
12036,0.4140845,0.4090909,0.3876923
12037,0.4140845,0.4090909,0.3876923
12038,0.4140845,0.4090909,0.3876923
12039,0.4140845,0.4090909,0.3876923
12040,0.4140845,0.4090909,0.3876923
12041,0.4140845,0.4090909,0.3876923
12042,0.4140845,0.4090909,0.3876923
12043,0.4140845,0.4090909,0.3876923
12044,0.4140845,0.4090909,0.3876923
12045,0.4140845,0.4090909,0.3876923
12046,0.4140845,0.4090909,0.3876923
12047,0.4140845,0.4090909,0.3876923
12048,0.4140845,0.4090909,0.3876923
12049,0.4140845,0.4090909,0.3876923
12050,0.4140845,0.4090909,0.3876923
12051,0.4140845,0.4090909,0.3876923
12052,0.4140845,0.4090909,0.3876923
12053,0.4140845,0.4090909,0.3876923
12054,0.4140845,0.4090909,0.3876923
12055,0.4140845,0.4090909,0.3876923
12056,0.4140845,0.4090909,0.3876923
12057,0.4140845,0.4090909,0.3876923
12058,0.4140845,0.4090909,0.3876923
12059,0.4140845,0.4090909,0.3876923
12060,0.4140845,0.4090909,0.3876923
12061,0.4140845,0.4090909,0.3876923
12062,0.4140845,0.4090909,0.3876923
12063,0.4140845,0.4090909,0.3876923
12064,0.4140845,0.4090909,0.3876923
12065,0.4140845,0.4090909,0.3876923
12066,0.4140845,0.4090909,0.3876923
12067,0.4140845,0.4090909,0.3876923
12068,0.4140845,0.4090909,0.3876923
12069,0.4140845,0.4090909,0.3876923
12070,0.4140845,0.4090909,0.3876923
12071,0.4140845,0.4090909,0.3876923
12072,0.4140845,0.4090909,0.3876923
12073,0.4140845,0.4090909,0.3876923
12074,0.4140845,0.4090909,0.3876923
12075,0.4140845,0.4090909,0.3876923
12076,0.4140845,0.4090909,0.3876923
12077,0.4140845,0.4090909,0.3876923
12078,0.4140845,0.4090909,0.3876923
12079,0.4140845,0.4090909,0.3876923
12080,0.4140845,0.4090909,0.3876923
12081,0.4140845,0.4090909,0.3876923
12082,0.4140845,0.4090909,0.3876923
12083,0.4140845,0.4090909,0.3876923
12084,0.4140845,0.4090909,0.3876923
12085,0.4140845,0.4090909,0.3876923
12086,0.4140845,0.4090909,0.3876923
12087,0.4140845,0.4090909,0.3876923
12088,0.4140845,0.4090909,0.3876923
12089,0.4140845,0.4090909,0.3876923
12090,0.4140845,0.4090909,0.3876923
12091,0.4140845,0.4090909,0.3876923
12092,0.4140845,0.4090909,0.3876923
12093,0.4140845,0.4090909,0.3876923
12094,0.4140845,0.4090909,0.3876923
12095,0.4140845,0.4090909,0.3876923
12096,0.4140845,0.4090909,0.3876923
12097,0.4140845,0.4090909,0.3876923
12098,0.4140845,0.4090909,0.3876923
12099,0.4140845,0.4090909,0.3876923
12100,0.4140845,0.4090909,0.3876923
12101,0.4140845,0.4090909,0.3876923
12102,0.4140845,0.4090909,0.3876923
12103,0.4140845,0.4090909,0.3876923
12104,0.4140845,0.4090909,0.3876923
12105,0.4140845,0.4090909,0.3876923
12106,0.4140845,0.4090909,0.3876923
12107,0.4140845,0.4090909,0.3876923
12108,0.4140845,0.4090909,0.3876923
12109,0.4140845,0.4090909,0.3876923
12110,0.4140845,0.4090909,0.3876923
12111,0.4140845,0.4090909,0.3876923
12112,0.4140845,0.4090909,0.3876923
12113,0.4140845,0.4090909,0.3876923
12114,0.4140845,0.4090909,0.3876923
12115,0.4140845,0.4090909,0.3876923
12116,0.4140845,0.4090909,0.3876923
12117,0.4140845,0.4090909,0.3876923
12118,0.4140845,0.4090909,0.3876923
12119,0.4140845,0.4090909,0.3876923
12120,0.4140845,0.4090909,0.3876923
12121,0.4140845,0.4090909,0.3876923
12122,0.4140845,0.4090909,0.3876923
12123,0.4140845,0.4090909,0.3876923
12124,0.4140845,0.4090909,0.3876923
12125,0.4140845,0.4090909,0.3876923
12126,0.4140845,0.4090909,0.3876923
12127,0.4140845,0.4090909,0.3876923
12128,0.4140845,0.4090909,0.3876923
12129,0.4140845,0.4090909,0.3876923
12130,0.4140845,0.4090909,0.3876923
12131,0.4140845,0.4090909,0.3876923
12132,0.4140845,0.4090909,0.3876923
12133,0.4140845,0.4090909,0.3876923
12134,0.4140845,0.4090909,0.3876923
12135,0.4140845,0.4090909,0.3876923
12136,0.4140845,0.4090909,0.3876923
12137,0.4140845,0.4090909,0.3876923
12138,0.4140845,0.4090909,0.3876923
12139,0.4140845,0.4090909,0.3876923
12140,0.4140845,0.4090909,0.3876923
12141,0.4140845,0.4090909,0.3876923
12142,0.4140845,0.4090909,0.3876923
12143,0.4140845,0.4090909,0.3876923
12144,0.4140845,0.4090909,0.3876923
12145,0.4140845,0.4090909,0.3876923
12146,0.4140845,0.4090909,0.3876923
12147,0.4140845,0.4090909,0.3876923
12148,0.4140845,0.4090909,0.3876923
12149,0.4140845,0.4090909,0.3876923
